ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee
ML81825946,5,3700,1488000,1655000,1890,3,2,1,Y,2,1987,0
BA321041863,7,3700,1488000,1710000,2148,4,2,0,Y,2,1965,0
SF496554,34,3700,1488000,1424000,1697,3,2,0,N,0,1955,0
40952269,4,3700,1488000,1760000,1577,4,3,1,Y,2,1969,0
40900204,35,3700,1488000,1399000,1697,3,2,0,Y,2,1955,0
40879949,16,3700,1488000,1570000,1881,3,2,0,Y,2,1975,0
40893778,12,3700,1488000,1610000,1540,3,2,0,Y,2,1959,0
40886190,4,3700,1488000,1600000,1881,3,2,0,Y,2,1975,0
40956874,11,3700,1488000,1575000,1815,4,2,0,Y,2,1969,0
40916548,1,3700,1488000,1556000,1749,4,2,0,Y,2,1974,0
40953883,5,3700,1488000,1720000,1892,3,2,0,Y,2,1975,0
40921254,6,3700,1488000,1488000,1578,4,2,0,Y,2,1976,0
40872006,35,3700,1488000,1470000,2268,4,3,1,Y,2,1963,0
40888365,31,3700,1488000,1498000,2072,4,3,1,Y,2,1964,0
40914241,6,3700,1488000,1468000,2247,4,3,1,Y,2,2014,140
40936192,21,3700,1488000,1525000,2495,4,4,0,Y,2,2020,0
40964300,6,3700,1488000,1530000,1811,4,2,1,Y,2,1992,50
40853184,8,3700,1488000,1550000,1698,4,2,0,Y,2,1961,0
40877936,45,3700,1488000,1575000,2226,4,2,1,Y,2,1963,0
ML81743891,11,3700,1488000,1540000,2100,4,2,1,Y,2,1978,0
40848824,14,3700,1488800,1540000,1760,3,2,1,Y,2,1956,0
40866390,5,3700,1488888,1540000,1913,4,2,0,Y,2,1985,0
40901201,49,3700,1488888,1525000,1692,4,2,0,Y,2,1976,0
40846105,7,3700,1488888,1475000,1720,4,2,0,Y,2,1968,0
ML81788952,47,3700,1488888,1525000,1692,4,2,0,Y,2,1976,0
ML81857967,6,3700,1488888,1650000,1574,3,2,1,Y,2,1963,0
ML81752643,5,3700,1488888,1540000,1913,4,2,0,Y,2,1985,0
40902341,130,3700,1488888,1418000,2341,4,3,1,Y,2,2020,247
40923418,6,3700,1489000,1560000,1536,3,2,0,Y,2,1964,0
40850216,12,3700,1489000,1495000,2472,3,2,1,Y,1,1949,0
ML81813692,5,3700,1489000,1560000,1536,3,2,0,Y,2,1964,0
ML81738709,12,3700,1489000,1528000,2893,5,3,1,Y,2,1971,0
40963579,7,3700,1489000,1520000,1680,4,3,0,Y,2,1977,0
ML81776416,9,3700,1489950,1458888,2342,3,2,1,Y,2,1954,180
ML81778396,5,3700,1489950,1565000,2175,4,2,0,Y,2,1955,180
40889825,9,3700,1489950,1458888,2342,3,2,1,Y,2,1954,180
40954776,1,3700,1489950,1711000,1968,4,3,0,Y,2,1963,216
40891711,6,3700,1489950,1565000,2175,4,2,0,Y,2,1955,180
40845275,14,3700,1490000,1486000,2071,4,2,1,Y,3,1988,65
ML81730452,7,3700,1490000,1486000,2071,4,2,1,Y,3,1988,65
40850466,10,3700,1490000,1530000,2721,4,3,0,Y,2,1958,150
40945805,7,3700,1490888,1550000,2029,3,3,1,Y,2,2021,288
40940479,0,3700,1495000,1800000,2326,5,3,0,Y,2,1966,0
40864070,17,3700,1495000,1535000,2469,5,2,1,Y,2,1979,0
40947786,10,3700,1495000,1790000,1632,4,2,0,Y,2,1976,0
ML81850624,20,3700,1495000,1550000,2100,4,4,0,Y,2,2016,144
40921007,60,3700,1498000,1470000,1821,3,2,0,Y,2,1971,0
40853962,9,3700,1498000,1560000,2798,5,2,1,Y,2,2000,135
ML81860633,10,3700,1498000,1725000,1750,4,3,0,Y,2,1986,0
ML81824723,22,3700,1498000,1536000,1944,4,3,1,Y,2,2019,150
40902313,6,3700,1498000,1550000,1999,4,2,1,Y,2,1972,0
40956222,11,3700,1498000,1528000,1370,3,2,0,Y,2,1970,34
40901224,17,3700,1498000,1450000,2192,4,2,1,Y,2,1972,0
40899063,8,3700,1498000,1450000,1664,4,2,0,Y,2,1964,0
40956101,5,3700,1498000,1701000,1740,4,2,0,Y,2,1962,0
ML81810829,61,3700,1498000,1470000,1821,3,2,0,Y,2,1971,0
ML81741641,7,3700,1498000,1560000,1775,3,2,0,Y,2,1966,0
ML81789035,6,3700,1498000,1615000,1914,4,3,0,Y,2,1967,0
40963521,19,3700,1498000,1550000,1374,3,2,0,Y,2,1971,38
40855817,7,3700,1498000,1560000,1775,3,2,0,Y,2,1966,0
40963386,8,3700,1498777,1700000,1740,4,2,0,Y,2,1962,0
40939800,4,3700,1498800,1785000,2021,4,2,0,Y,2,1964,0
40936791,7,3700,1498800,1790000,1898,3,2,0,Y,3,1985,94
40961514,15,3700,1498800,1518000,1364,3,2,0,Y,2,1969,0
40956152,7,3700,1498800,1605000,2206,4,3,0,Y,2,1984,0
40943594,6,3700,1498888,1752000,2132,4,2,0,Y,2,1964,0
40960861,9,3700,1498888,1838000,1516,3,2,0,Y,2,1976,0
ML81838376,11,3700,1498888,1640000,1821,3,2,0,Y,2,1969,0
40872012,23,3700,1498888,1475000,2170,4,3,0,Y,2,2016,180
40966761,3,3700,1498950,1880000,1531,4,2,0,Y,2,1969,0
ME221007527,64,3700,1499000,1350000,1799,3,3,0,Y,4,1948,0
40957332,11,3700,1499000,1760000,2053,4,2,1,Y,2,1976,0
40913589,11,3700,1499000,1480000,1719,3,2,0,Y,2,1960,0
40902912,92,3700,1499000,1445000,3128,6,4,0,Y,2,1985,0
40966451,6,3700,1499000,1715000,1904,4,3,0,Y,2,1992,0
40853472,105,3700,1499000,1450000,2794,3,3,0,Y,2,1950,0
40943647,6,3700,1499000,1800000,1956,4,2,0,Y,3,1969,0
40856850,8,3700,1499000,1560000,1979,4,3,0,Y,2,1962,0
40892772,3,3700,1499000,1555000,1698,4,2,0,Y,2,1961,0
40956814,6,3700,1499000,1580000,2185,4,3,0,Y,2,1961,0
40961818,5,3700,1499000,1850000,1698,4,2,0,Y,2,1961,0
40912722,39,3700,1499000,1450000,1767,4,3,0,Y,2,1963,0
40854543,60,3700,1499000,1475000,2790,4,3,0,Y,2,1977,0
40869131,26,3700,1499000,1499000,2806,5,3,0,Y,3,1999,0
SF421516803,11,3700,1499000,1600002,1732,5,3,0,N,0,1958,0
ML81862847,7,3700,1499000,1690000,1724,4,2,1,Y,2,1993,37
40892310,9,3700,1499000,1675000,2223,4,3,1,Y,2,2016,179
ML81844299,0,3700,1499000,1580000,1638,4,2,1,Y,2,1993,0
ML81749927,102,3700,1499000,1335000,2774,5,4,0,Y,2,1962,0
ML81854868,6,3700,1499000,1520000,1858,4,3,1,Y,2,2019,150
ML81752427,6,3700,1499000,1600121,1728,4,2,0,Y,2,1978,0
40951238,7,3700,1499000,1710000,1638,4,2,1,Y,2,1993,0
40879350,26,3700,1499000,1500121,1948,4,2,1,Y,3,1978,0
40908074,9,3700,1499000,1600000,1658,4,2,0,Y,2,1978,0
40865891,9,3700,1499800,1578000,1736,3,2,0,Y,2,1978,0
40857115,10,3700,1499800,1550000,1914,4,2,1,Y,2,1988,70
40862887,3,3700,1499800,1650000,2355,5,3,0,Y,2,1997,0
40856084,87,3700,1499800,1441750,2127,4,3,0,Y,2,1955,0
40875042,7,3700,1499800,1552121,1720,4,2,0,Y,2,1967,0
40884622,11,3700,1499800,1500000,1700,4,2,0,Y,2,1965,0
ML81740376,8,3700,1499888,1627121,1774,4,3,0,Y,2,1957,0
40857479,34,3700,1499888,1490000,3000,3,3,0,Y,2,1999,150
40854629,8,3700,1499888,1627121,1774,4,3,0,Y,2,1957,0
ME20017242,24,3700,1499888,1415000,2968,5,3,0,Y,2,1994,0
40925457,6,3700,1499888,1615000,2626,4,2,1,Y,3,1980,0
40959278,6,3700,1499888,1920000,2173,4,3,0,Y,2,1985,0
40934266,8,3700,1499888,1770000,2173,4,3,0,Y,2,1986,0
40910622,16,3700,1499888,1465000,2422,4,3,1,Y,2,1986,0
40870035,6,3700,1499888,1457500,2194,4,3,0,Y,2,1999,150
40897745,0,3700,1499888,1625000,2669,5,3,0,Y,2,1999,148
40899640,24,3700,1499888,1415000,2968,5,3,0,Y,2,1994,0
40948642,5,3700,1499950,1760000,1684,4,3,0,Y,1,1953,0
40941679,6,3700,1499950,1802021,1845,3,2,1,Y,2,1958,216
40916757,8,3700,1499950,1610000,2228,3,2,1,Y,2,1967,0
40939131,9,3700,1499980,1700000,1627,5,2,0,Y,2,1969,0
40849702,11,3700,1499995,1530000,1899,4,2,0,Y,2,1966,0
40866030,25,3700,1499999,1500000,1917,4,2,0,Y,2,1986,0
40946755,16,3700,1499999,1390000,1800,3,2,0,Y,2,1957,210
40957372,9,3700,1500000,1708000,1498,4,2,0,Y,2,1980,0
40833542,51,3700,1500000,1425000,1133,2,1,0,Y,2,1920,0
40864174,92,3700,1500000,1475121,2793,4,2,1,Y,2,1989,0
40853910,22,3700,1500000,1500000,1685,3,2,1,Y,2,1989,90
40882398,0,3700,1500000,1500000,1936,3,2,0,Y,2,1965,0
40955493,9,3700,1500000,1718000,1542,3,2,0,Y,2,1976,0
40902186,4,3700,1500000,1500000,2917,5,3,0,Y,3,1991,0
ML81859521,3,3700,1500000,1600000,3464,5,4,0,Y,2,1962,0
40954952,9,3700,1500000,1745000,2208,3,3,0,Y,2,1955,0
40956297,17,3700,1500000,1510000,2003,4,3,0,N,0,1959,0
40941189,0,3700,1500000,1500000,1788,3,2,0,Y,2,1971,0
40891437,59,3700,1509619,1366835,2172,3,3,1,Y,2,2019,140
ML81806096,3,3700,1519950,1530000,1812,3,2,0,Y,2,1964,216
40916593,4,3700,1519950,1530000,1812,3,2,0,Y,2,1964,216
ML81748432,47,3700,1520000,1522000,1973,3,2,1,Y,2,2016,154
40862273,48,3700,1520000,1522000,1973,3,2,1,Y,2,2016,154
40863633,83,3700,1524800,1500000,2014,4,3,0,Y,2,1962,0
40945807,7,3700,1524888,1625000,2172,3,3,1,Y,2,2021,288
40850268,13,3700,1525000,1500000,1974,4,2,1,Y,2,1975,0
40950100,17,3700,1525000,1470000,1858,4,3,1,Y,2,2019,150
ML81748471,13,3700,1525000,1570000,2396,5,3,0,Y,2,1978,0
40862317,13,3700,1525000,1570000,2396,5,3,0,Y,2,1978,0
40914283,28,3700,1525000,1485000,2044,4,2,0,Y,2,1985,0
40851007,32,3700,1525000,1525000,1914,4,3,0,Y,2,1967,0
40875392,9,3700,1525000,1545000,2100,4,2,1,Y,2,1978,0
40955034,6,3700,1525888,1780000,2044,4,2,0,Y,2,1962,44
40865633,16,3700,1529000,1550000,2219,5,3,0,Y,2,1960,0
ML81858301,26,3700,1530000,1500000,1853,4,2,1,Y,2,1987,260
40882597,8,3700,1538000,1550000,1708,4,2,0,Y,2,1976,0
ML81769004,8,3700,1538000,1550000,1708,4,2,0,Y,2,1976,0
40950106,5,3700,1538888,1615000,2029,3,3,1,Y,2,2021,288
40914775,20,3700,1539000,1530000,2001,4,2,0,Y,2,1964,0
40945673,2,3700,1539950,1700000,2102,3,3,0,Y,2,1960,216
40848128,4,3700,1545000,1559401,1944,4,3,1,Y,2,2018,150
ML81789967,56,3700,1547000,1500000,1750,4,3,0,Y,2,1965,0
40885990,63,3700,1548000,1518000,1672,4,2,0,Y,2,1960,0
ME19072100,82,3700,1548000,1518000,1672,4,2,0,Y,2,1960,0
40943488,27,3700,1548000,1550000,1827,4,2,1,Y,2,1978,0
40862467,9,3700,1548888,1607000,1860,4,2,0,Y,2,1973,0
ML81829850,8,3700,1548888,1610000,2380,4,3,0,Y,2,1999,98
ML81849874,9,3700,1548888,1800000,1992,4,2,1,Y,2,1978,0
40956011,6,3700,1549000,1700000,2240,4,2,1,Y,2,1994,0
40957653,21,3700,1549000,1590000,1693,4,2,0,Y,2,1979,0
40911479,6,3700,1549000,1670000,2474,4,2,1,Y,2,1979,0
ML81820455,6,3700,1549000,1568000,1890,5,3,0,Y,2,1961,0
ML81769124,9,3700,1549000,1625000,2115,4,2,1,Y,2,1967,0
40882755,9,3700,1549000,1625000,2115,4,2,1,Y,2,1967,0
ML81786532,8,3700,1549800,1625000,3152,5,4,0,Y,2,1990,0
40940637,8,3700,1549800,1670000,2065,4,3,1,Y,2,1955,0
40962878,7,3700,1549800,1880000,1514,4,2,0,Y,2,1965,0
ML81848702,10,3700,1549800,1705000,2000,4,2,0,Y,2,1953,0
40908100,18,3700,1549800,1550000,2091,3,2,0,Y,2,1950,0
40898861,8,3700,1549800,1625000,3152,5,4,0,Y,2,1990,0
40886866,9,3700,1549888,1551000,1948,4,2,1,Y,3,1978,0
40897721,7,3700,1549888,1565000,2490,4,2,1,Y,2,1952,180
40913490,8,3700,1549900,1574000,1953,4,2,0,Y,2,1962,0
40943151,10,3700,1549999,1825000,2071,4,3,0,Y,2,1971,0
40930441,7,3700,1550000,1802000,2460,5,3,0,Y,2,1969,0
40950722,0,3700,1550000,1550000,1579,3,2,0,Y,2,1972,0
40865776,23,3700,1550000,1475001,2126,3,3,0,Y,2,1976,0
40893492,16,3700,1550000,1685000,1972,4,2,0,Y,2,1984,0
40908950,6,3700,1550000,1572000,1805,3,2,0,Y,2,1956,0
40879073,39,3700,1550000,1225000,0,0,0,0,N,0,1955,0
40905105,26,3700,1550000,1500000,1864,3,2,0,Y,2,1963,0
40953578,20,3700,1550000,1712000,1536,3,2,0,Y,2,1965,0
40854729,9,3700,1550000,1600000,1882,4,2,0,Y,2,1974,0
ML81838249,5,3700,1550000,1705000,1973,4,3,0,Y,2,1955,0
ML81803873,4,3700,1550000,1615000,2003,4,2,1,Y,2,1974,0
40935701,7,3700,1551000,1551000,2168,4,2,0,Y,3,1980,0
40922683,18,3700,1555000,1475000,2365,5,3,0,Y,2,1976,0
40878870,196,3700,1557664,1350000,2260,3,3,1,Y,2,2019,140
40925047,10,3700,1558000,1680000,2307,4,2,1,Y,2,1980,0
ML81815382,10,3700,1558000,1680000,2307,4,2,1,Y,2,1980,0
40862590,11,3700,1558800,1625000,1708,4,2,0,Y,2,1976,0
40935459,0,3700,1560000,1705000,2692,4,3,0,Y,3,1988,80
40896282,14,3700,1560000,1611000,2273,4,3,1,Y,2,2016,179
40945809,7,3700,1561888,1661888,2260,3,3,1,Y,2,2021,288
40914010,5,3700,1565000,1630000,1928,3,2,0,Y,3,1978,0
ML81779665,16,3700,1568000,1584000,1881,3,2,0,Y,2,1974,0
40906636,6,3700,1568000,1575000,1918,3,2,1,Y,2,1991,0
40966959,6,3700,1569888,1901250,1539,4,2,0,Y,2,1958,0
40855934,5,3700,1570000,1570000,1973,4,3,0,Y,2,2017,150
ML81860013,11,3700,1570000,1559000,1736,4,2,0,Y,2,1962,0
40964658,12,3700,1570888,1559000,1736,4,2,0,Y,2,1962,0
40891613,12,3700,1579000,1670000,1881,3,2,0,Y,2,1974,0
40937324,6,3700,1579950,1755000,2109,4,2,1,Y,2,1952,0
40968360,4,3700,1580000,1750000,1464,3,2,0,Y,2,1962,0
40957685,6,3700,1580000,1580000,1638,4,2,1,Y,2,1993,0
40956641,12,3700,1588000,1870000,1694,4,2,0,Y,2,1964,0
40903686,74,3700,1588000,1555000,2072,4,3,1,Y,2,2019,158
ML81805788,45,3700,1588000,1540000,1569,3,2,0,Y,2,1975,52
40963862,7,3700,1588000,2000000,2189,4,3,0,Y,2,2009,255
40918481,52,3700,1588000,1540000,1569,3,2,0,Y,2,1975,52
40946616,7,3700,1588800,1860000,1942,4,3,0,Y,2,1955,0
ML81837801,6,3700,1588800,1798000,1812,4,2,1,Y,2,1989,33
40951912,21,3700,1588880,1600000,2029,3,3,1,Y,2,2021,288
40958382,28,3700,1588888,1595000,1782,4,2,1,Y,2,1991,40
40961940,7,3700,1588888,1660000,1436,3,2,0,Y,2,1959,22
40942960,4,3700,1588888,1785000,1929,4,3,0,Y,2,1992,40
ML81853129,28,3700,1588888,1595000,1782,4,2,1,Y,2,1991,40
40920230,10,3700,1589000,1570000,2419,3,2,1,Y,3,1987,80
40952144,11,3700,1589000,1902000,1736,4,2,0,Y,2,1956,0
ML81758542,33,3700,1589000,1651000,3198,5,3,0,Y,2,1979,0
40872094,34,3700,1589000,1651000,3198,5,3,0,Y,2,1979,0
40953809,7,3700,1589880,1610000,2029,3,3,1,Y,2,2021,288
ML81798485,11,3700,1589950,1535000,2312,4,3,0,Y,2,1955,180
40909940,12,3700,1589950,1535000,2312,4,3,0,Y,2,1955,180
ML81854260,11,3700,1590000,1650000,1869,4,2,0,Y,2,1985,0
40863085,5,3700,1590000,1650000,1893,4,3,0,Y,2,1963,0
40954479,7,3700,1590000,1660000,2200,5,3,0,Y,2,1993,0
40875935,18,3700,1590000,1690000,2755,4,2,3,Y,2,1963,180
40866685,9,3700,1590000,1680000,2643,5,3,0,Y,2,1959,180
ML81832835,5,3700,1595000,1750000,1973,4,3,0,Y,2,2017,150
40912178,9,3700,1595000,1625000,2252,4,3,0,Y,2,1967,0
40948623,4,3700,1595000,1875000,2310,3,2,1,Y,2,1955,216
40911014,4,3700,1597000,1575000,2071,4,2,1,Y,3,1988,65
ML81798100,7,3700,1597000,1575000,2071,4,2,1,Y,3,1988,65
40955647,24,3700,1598000,1585000,2104,3,2,0,Y,2,1971,0
40856218,5,3700,1598000,1710000,2749,4,3,0,Y,2,1979,0
40922026,2,3700,1598000,1650000,2701,4,3,1,Y,2,1961,0
40947270,10,3700,1598000,1888000,3635,4,3,0,Y,2,1950,0
40954152,19,3700,1598000,1650000,1857,4,2,1,Y,2,1990,130
40957646,6,3700,1598000,1925000,2374,4,3,1,Y,2,2018,176
ML81742019,12,3700,1598000,1710000,2749,4,3,0,Y,2,1979,0
ML81849702,15,3700,1598800,1590000,1727,4,3,0,Y,2,1988,48
ML81846795,8,3700,1598800,1750000,1812,4,2,1,Y,2,1989,33
40935298,12,3700,1598888,1891888,2527,4,3,0,Y,2,1987,0
40878632,49,3700,1598999,1600000,1902,4,2,1,Y,2,1965,0
ML81800423,8,3700,1599000,1600000,2200,4,3,1,Y,2,2001,29
40912497,8,3700,1599000,1665000,2609,4,3,0,Y,3,1985,70
40947050,6,3700,1599000,2001000,2145,5,4,0,Y,2,1960,0
40912518,5,3700,1599000,1675000,3189,5,3,1,Y,2,1965,45
ML81857913,8,3700,1599000,1920000,2052,4,2,1,Y,2,1981,0
40905028,9,3700,1599000,1625000,2480,4,3,0,Y,2,1953,185
40894442,7,3700,1599000,1650000,1881,3,2,0,Y,2,1974,0
40946107,11,3700,1599000,1710000,1730,4,2,0,Y,2,1960,0
40939682,10,3700,1599000,1700000,2510,5,3,1,Y,2,1961,185
40923029,11,3700,1599000,1630000,2910,4,4,1,Y,3,1989,0
40883029,55,3700,1599000,1599000,2277,4,3,1,Y,2,2019,215
40878085,8,3700,1599000,1599000,2277,4,3,1,Y,2,2019,215
40955828,7,3700,1599000,1725000,2052,4,3,0,Y,2,1985,0
40960527,6,3700,1599000,1800000,2002,4,2,1,Y,2,1979,0
40896066,75,3700,1599000,1540000,2268,4,3,1,Y,2,2020,179
40880047,80,3700,1599000,1565000,2381,4,2,1,Y,2,1977,0
40943486,17,3700,1599000,1800000,2762,4,3,0,Y,2,1979,0
40942460,15,3700,1599000,1730000,2270,3,2,1,Y,2,1965,0
40869974,11,3700,1599000,1586000,2246,4,2,1,Y,2,1977,0
40929043,7,3700,1599000,1817000,2303,5,3,0,Y,2,1978,0
40907639,10,3700,1599000,1710000,2762,4,3,0,Y,2,1979,0
ML81794140,37,3700,1599000,1580650,1882,4,2,0,Y,2,1974,0
40916055,8,3700,1599000,1600000,2200,4,3,1,Y,2,2001,29
40844114,69,3700,1599800,1550000,2577,5,2,1,Y,2,1969,0
40893316,12,3700,1599800,1720000,1956,4,2,0,Y,2,1969,0
40890756,27,3700,1599800,1580000,2140,4,2,1,Y,2,1978,0
SF509389,5,3700,1599888,1674000,2402,4,3,0,N,0,1987,0
40928157,5,3700,1599888,1674000,2402,4,3,0,Y,2,1987,0
ML81863276,6,3700,1599888,1680000,2445,4,3,0,Y,2,1980,0
ML81830464,6,3700,1599888,1760000,2102,4,3,0,Y,2,1990,130
40934611,11,3700,1599900,1764000,2219,4,2,1,Y,2,1977,0
40954674,6,3700,1599950,1650000,1830,4,2,0,Y,2,1972,0
40928884,35,3700,1599998,1570000,2938,4,3,0,Y,2,1991,250
40885451,15,3700,1599999,1601000,3043,4,3,0,Y,3,1991,0
40947689,12,3700,1599999,1584000,2555,5,3,0,Y,2,1968,0
40947796,12,3700,1599999,1800000,2167,4,2,0,Y,2,1972,0
40908757,17,3700,1599999,1515000,1787,4,2,1,Y,2,1980,0
40943682,7,3700,1600000,1685000,1787,4,2,1,Y,2,1978,0
40907701,0,3700,1600000,1660000,1816,5,2,0,Y,2,1964,0
40913398,11,3700,1600000,1600000,2195,4,3,0,Y,2,1965,0
40941710,7,3700,1600000,1700000,1434,3,2,0,Y,2,1960,0
40916470,2,3700,1600000,1650000,1650,4,3,0,Y,2,1961,0
ML81838267,5,3700,1600000,2150000,3153,5,4,0,Y,2,2018,0
40918286,14,3700,1600000,1601000,1702,4,3,0,Y,2,1953,0
40922828,2,3700,1600000,1620000,2071,4,2,1,Y,3,1988,65
40956059,4,3700,1609990,1609990,2029,3,3,1,Y,2,2021,288
40874656,26,3700,1610000,1614266,2277,4,3,1,Y,2,2019,215
40950107,5,3700,1618888,1658000,2172,3,3,1,Y,2,2021,288
40889056,70,3700,1619000,1599000,2277,4,3,1,Y,2,2019,179
40957940,2,3700,1619990,1619990,2029,3,3,1,Y,2,2021,288
ME221107585,15,3700,1625000,1630000,1696,3,2,0,Y,2,1964,0
40951910,22,3700,1626880,1610000,2029,3,3,1,Y,2,2021,288
40856209,10,3700,1628000,1750000,2002,4,3,0,Y,2,1960,0
40957939,1,3700,1629990,1629990,2029,3,3,1,Y,2,2021,288
40944274,9,3700,1630000,1705888,2095,4,2,0,Y,3,1975,0
40867596,76,3700,1635000,1595000,2568,4,3,0,Y,2,1956,150
40934710,7,3700,1635000,1751000,1619,4,2,1,Y,2,1960,0
40961113,7,3700,1638000,1900000,2428,4,3,0,Y,3,2001,0
40849535,16,3700,1638800,1580000,1957,4,2,0,Y,2,1967,0
40951913,9,3700,1638880,1680000,2175,3,3,1,Y,2,2021,288
40950108,5,3700,1638888,1663885,2260,3,3,1,Y,2,2021,288
40910313,23,3700,1639000,1607500,2513,4,3,0,Y,2,1960,0
40876001,11,3700,1640000,1675000,2730,5,3,1,Y,2,1952,0
40964368,5,3700,1648000,1950000,2293,4,2,1,Y,2,1979,0
40913036,15,3700,1648000,1720000,2770,4,3,0,Y,2,1979,0
ML81786297,75,3700,1648000,1580000,2200,5,3,0,Y,2,1945,0
40864756,9,3700,1648888,1680000,1939,4,3,0,Y,2,1969,0
40943519,3,3700,1649000,1700001,1502,3,2,0,Y,2,1962,0
40959761,12,3700,1649000,1787000,2492,4,2,1,Y,2,1994,0
40928420,7,3700,1649000,1695000,1881,3,2,0,Y,2,1975,0
ML81854982,14,3700,1649000,1650000,2166,3,2,1,Y,2,1999,0
ML81790838,33,3700,1649800,1615000,2468,3,2,1,Y,2,1964,0
40879041,9,3700,1649800,1600000,2175,4,3,0,Y,2,1988,70
40896861,15,3700,1649800,1700000,2245,4,3,0,Y,2,1997,0
40852792,13,3700,1649800,1700000,2287,4,2,1,Y,2,2009,0
40895815,8,3700,1649888,1695000,2591,4,3,0,Y,2,2001,90
40951564,7,3700,1649950,1810000,1627,4,2,0,Y,2,1968,0
40953810,18,3700,1649990,1637880,2172,3,3,1,Y,2,2021,288
40958895,10,3700,1650000,1770000,2052,4,2,1,Y,2,1984,0
40873542,36,3700,1650000,1650000,3311,5,4,0,Y,2,1977,0
40875748,89,3700,1650000,1600000,2041,4,3,0,Y,2,1961,0
40943094,10,3700,1650000,1730000,1697,4,3,0,Y,2,1964,0
40966561,17,3700,1650000,1665000,2966,7,4,1,Y,2,1961,0
40969145,1,3700,1650000,1800000,2082,4,2,1,Y,2,1963,0
40916224,10,3700,1650000,1670000,2825,5,3,0,Y,3,1991,0
40950321,8,3700,1650000,1738500,2700,5,3,0,Y,2,2000,148
40944187,7,3700,1650000,1900000,2646,4,3,0,Y,3,1987,0
ML81783154,69,3700,1650000,1535000,1761,4,2,0,Y,2,1978,0
40939731,7,3700,1650000,1750000,2700,5,3,0,Y,3,1991,0
40896502,10,3700,1650000,1890000,2566,5,3,0,Y,3,1974,0
40949543,8,3700,1650000,1700000,1692,4,2,0,Y,2,1976,0
ML81827003,0,3700,1650000,1650000,1973,4,3,0,Y,2,2017,150
40908425,26,3700,1650000,1590000,2415,4,2,1,Y,2,1987,0
40861633,14,3700,1650000,1710000,2320,4,2,1,Y,3,1992,65
ML81759625,36,3700,1650000,1650000,3311,5,4,0,Y,2,1977,0
40953811,6,3700,1650880,1650990,2260,3,3,1,Y,2,2021,288
40866958,8,3700,1655000,1655000,2749,4,3,0,Y,3,1988,0
40934996,4,3700,1658000,1780000,2591,5,3,1,Y,2,1955,185
ML81820973,5,3700,1659950,1830000,2398,4,3,0,Y,2,1955,185
40929834,6,3700,1659950,1830000,2398,4,3,0,Y,2,1955,185
ML81788658,11,3700,1660000,1640000,1938,4,2,0,Y,2,1989,80
ML81797474,5,3700,1660000,1685000,2247,4,3,0,Y,2,1979,0
40956061,11,3700,1669990,1669990,2260,3,3,1,Y,2,2021,288
ML81799872,11,3700,1670000,1670000,1881,3,2,0,Y,2,1974,0
40850294,12,3700,1670000,1640121,1948,4,2,1,Y,2,1979,0
40910513,13,3700,1670000,1670000,1881,3,2,0,Y,2,1974,0
40913480,11,3700,1674800,1610000,1902,4,2,1,Y,2,1964,0
40908925,100,3700,1674808,1582800,2115,4,2,1,Y,2,1967,0
ML81793149,8,3700,1679000,1785000,2596,4,3,1,Y,2,2016,154
40878203,61,3700,1679888,1600000,1914,4,3,0,Y,2,1967,0
40896802,7,3700,1679888,1800000,2112,4,3,0,Y,2,1964,0
ML81800533,9,3700,1679888,1780000,2163,4,2,1,Y,2,1979,0
40878204,33,3700,1685000,1630000,2137,4,2,1,Y,2,1974,0
ML81764517,30,3700,1685000,1630000,2137,4,2,1,Y,2,1974,0
SF484906,7,3700,1688000,1820000,2975,4,3,0,N,0,1979,0
40967698,15,3700,1688000,1688000,1795,3,2,0,Y,2,1927,0
40918564,11,3700,1688000,1870000,2617,4,2,1,Y,2,1977,0
40905733,12,3700,1688000,1850000,2503,5,3,0,Y,2,1967,0
40864967,12,3700,1688000,1820000,2975,4,3,0,Y,3,1979,0
40926952,2,3700,1688000,1700000,1931,4,2,0,Y,2,1962,0
ML81820273,14,3700,1688800,1680000,3492,6,6,1,Y,2,2020,0
40959172,8,3700,1688800,1900000,2329,4,3,1,Y,2,1960,0
40959804,7,3700,1688800,1900000,2148,5,3,0,Y,2,1954,22
40949498,6,3700,1688800,1925000,1670,4,2,0,Y,2,1960,0
40950694,9,3700,1688800,2021000,2308,3,2,1,Y,2,1955,236
40937248,9,3700,1688800,1688800,2354,4,3,1,Y,2,2020,247
40914508,40,3700,1689888,1655000,2888,4,3,0,Y,2,1979,0
40943677,6,3700,1689950,1720000,2385,4,3,0,Y,3,1960,0
SF487851,91,3700,1690000,1625000,2651,4,3,0,N,0,2017,128
ML81762686,91,3700,1690000,1625000,2651,4,3,1,Y,2,2017,129
40876526,84,3700,1690000,1625000,2651,4,3,1,Y,2,2017,129
40942466,5,3700,1690000,1825000,1708,5,3,0,Y,2,1976,0
40862903,6,3700,1690000,1807000,2193,5,3,0,Y,2,1977,0
ML81768344,7,3700,1690000,1720000,2353,4,3,0,Y,2,2017,154
40964665,14,3700,1695000,1810000,1905,4,3,0,Y,2,1961,44
40949410,12,3700,1695000,1600000,1997,4,3,0,Y,2,1958,0
40873956,61,3700,1695000,1600000,3124,5,3,0,Y,3,2001,0
