ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee
40879729,24,3700,970000,845000,1291,3,2,0,Y,2,1977,0
40856790,4,3700,970000,1025000,1692,4,3,0,Y,2,1960,0
40906118,47,3700,970000,915000,1376,3,3,0,Y,2,1969,0
40855534,7,3700,974000,975000,1320,3,2,0,Y,2,1960,0
40898273,12,3700,974888,991000,1321,4,2,0,Y,2,1959,0
40877746,63,3700,974888,949000,1631,3,2,1,Y,2,1997,85
40904512,8,3700,974900,1025000,1610,3,2,0,Y,2,1963,0
40843314,95,3700,975000,910000,1148,3,2,0,Y,2,1960,0
ME18072194,95,3700,975000,910000,1148,3,2,0,Y,2,1960,0
40965846,11,3700,975000,1275000,1163,3,2,0,Y,2,1955,0
40913710,11,3700,975000,960000,1355,3,2,0,Y,2,1963,0
40912014,10,3700,975000,991121,1302,4,2,0,Y,2,1960,0
40947427,7,3700,975000,1155000,1000,3,2,0,Y,2,1959,0
40958378,0,3700,975000,1005500,1176,3,1,0,Y,1,1948,0
40959904,12,3700,975000,1060000,1130,2,1,1,Y,1,1937,0
40847611,15,3700,975000,996000,1368,3,2,0,Y,2,1962,0
40936980,8,3700,975000,1100088,1080,3,2,0,Y,2,1959,0
40890378,0,3700,975000,955000,1460,3,2,1,Y,2,1989,60
40931961,1,3700,975000,1035000,1260,4,2,0,Y,2,1959,0
40943604,6,3700,975000,1150000,1150,3,2,0,Y,2,1959,0
40913986,23,3700,975000,950000,1364,3,2,0,Y,2,1955,0
40846658,13,3700,975000,1011000,1916,4,1,1,Y,2,1964,0
40949710,20,3700,975000,1005000,1272,4,2,0,N,1,1956,0
40869739,15,3700,975000,978000,1450,3,2,0,Y,2,1976,0
40935110,5,3700,975000,1220000,1256,3,2,0,Y,2,1966,0
40930574,0,3700,975000,975000,1150,3,2,0,Y,2,1959,0
ML81772541,16,3700,975000,994000,1228,4,2,0,Y,2,1961,0
ML81798126,6,3700,975000,985000,1158,3,2,0,Y,2,1960,0
ML81750334,19,3700,975000,936000,1151,3,2,0,Y,2,1958,0
40937524,5,3700,975000,1100000,1148,3,2,0,Y,2,1957,0
40946847,7,3700,975000,1200000,1375,3,2,0,Y,1,1961,0
40851257,52,3700,975000,960000,1542,4,2,0,Y,2,1977,0
40924012,10,3700,975000,1000111,1531,4,2,1,Y,2,1958,0
ML81832384,4,3700,975000,1015000,1148,3,2,0,Y,2,1956,0
ML81856145,6,3700,975000,1140520,1148,3,2,0,Y,2,1959,0
40934024,9,3700,975888,1218000,1324,4,2,0,Y,2,1963,0
40920256,5,3700,978000,978000,1104,3,2,0,Y,0,1955,0
ML81842475,7,3700,978000,1175300,1200,3,2,0,Y,2,1961,0
40938295,8,3700,978888,1236333,1376,2,2,1,Y,2,1988,81
40926412,55,3700,979000,1000000,1168,3,2,0,Y,2,1956,0
ML81736551,7,3700,979000,945000,1832,4,2,1,N,0,1959,0
40867076,5,3700,979000,1159416,1474,3,2,0,Y,2,1976,0
40851045,6,3700,979000,945000,1832,4,2,1,N,0,1959,0
40909514,5,3700,979000,1030000,1372,4,2,0,Y,2,1985,0
40942380,4,3700,979000,1065000,1120,3,2,0,Y,2,1955,0
40853193,9,3700,979000,1028000,1589,4,2,0,Y,2,1960,0
40931214,15,3700,979000,1040000,1148,3,2,0,Y,2,1957,0
40954691,0,3700,979000,975000,1322,3,2,0,Y,2,1977,0
40883709,34,3700,979800,980000,1370,3,2,1,Y,2,1989,0
40945692,14,3700,979900,1050000,1148,3,2,0,Y,2,1956,0
40926625,17,3700,979950,990000,1056,3,2,0,Y,2,1958,0
40906149,7,3700,979999,1053988,1232,3,2,0,Y,2,1963,0
40916149,31,3700,979999,965000,1648,3,2,1,Y,2,1985,381
ML81815408,6,3700,980000,1055000,1151,3,2,0,Y,2,1958,0
40918764,0,3700,980000,990000,1302,4,2,0,Y,2,1960,0
40953111,34,3700,980000,980000,987,2,1,0,Y,1,1948,0
40942630,7,3700,980000,1158888,1168,3,2,0,Y,2,1955,0
40912940,7,3700,980000,1060000,1334,3,2,0,Y,0,1953,0
40945453,9,3700,980000,1310000,1148,3,2,0,Y,2,1960,0
40926789,5,3700,980000,1060000,1232,3,2,0,Y,2,1967,0
40901142,8,3700,980000,1000000,1364,3,2,0,Y,2,1918,0
40927984,36,3700,980000,960000,1126,3,2,0,Y,2,1955,0
40928658,7,3700,980000,1020000,1460,3,2,0,Y,2,1970,0
ML81798448,111,3700,980000,975000,1302,3,2,0,Y,2,1960,0
40876673,123,3700,985000,956000,1234,3,2,0,Y,2,1961,0
40851128,14,3700,988000,1000000,1387,3,2,1,Y,2,1997,85
40916103,2,3700,988000,1010000,1412,4,2,0,Y,2,1962,0
ML81806245,1,3700,988000,1010000,1412,4,2,0,Y,2,1962,0
40896983,25,3700,988000,1040000,1427,4,2,0,Y,2,1962,0
40893666,8,3700,988000,1065000,1460,3,2,1,Y,2,1989,66
40889986,10,3700,988000,991295,1460,3,2,1,Y,2,1989,60
40851589,6,3700,988000,1090000,1409,4,2,0,Y,2,1977,0
ML81736493,15,3700,988000,1000000,1387,3,2,1,Y,2,1997,85
40916546,5,3700,988000,1100000,1200,3,2,0,Y,2,1963,0
ML81733698,0,3700,988000,950000,1624,4,4,0,Y,2,1962,0
ML81784269,8,3700,988000,1040000,1427,4,2,0,Y,2,1962,0
SF503901,12,3700,988000,950000,1322,3,2,0,N,0,1959,0
40918343,0,3700,988000,950000,1322,3,2,0,Y,2,1959,0
40932705,8,3700,988000,1126000,1151,3,2,0,Y,2,1958,0
40867452,34,3700,988800,960000,1384,3,2,1,Y,2,1988,90
ML81753870,34,3700,988800,960000,1384,3,2,1,Y,2,1988,90
40927913,9,3700,988800,1121000,1314,3,2,0,Y,2,1960,0
40905890,3,3700,988877,1028887,1236,3,2,0,Y,2,1960,0
40865206,20,3700,988888,988888,1107,3,2,0,Y,2,1958,0
40861280,0,3700,988888,975000,1963,4,2,0,Y,2,1960,0
40941509,8,3700,988888,1180000,1168,3,2,0,Y,2,1955,0
40944743,6,3700,988888,1320000,1148,3,2,0,Y,2,1958,0
ML81745856,1,3700,988888,1062500,1114,4,2,0,N,0,1954,0
ML81842972,10,3700,988888,1175000,1008,3,1,0,Y,2,1958,0
40904913,11,3700,989000,991000,1369,3,2,0,Y,2,1962,44
40925563,4,3700,989000,1105000,1232,3,2,0,N,0,1966,0
40967334,6,3700,989000,1100000,1300,2,2,0,Y,2,1965,59
40918097,8,3700,989000,1100000,1232,3,2,0,Y,2,1966,0
40857449,12,3700,989000,1010000,1550,3,2,0,Y,2,1958,0
ML81740538,41,3700,989000,969000,1395,3,2,0,Y,2,1958,0
40911412,8,3700,989000,1100000,1373,3,2,0,Y,2,1958,0
40962247,5,3700,989000,1201000,996,3,2,0,Y,2,1960,0
40873091,1,3700,989800,1020000,1387,4,2,0,Y,2,1967,0
ML81731754,41,3700,989950,975000,1341,3,2,0,Y,2,1961,150
40876624,12,3700,989950,995000,1409,4,2,0,Y,2,1978,0
40846581,41,3700,989950,975000,1341,3,2,0,Y,2,1961,150
BA321030005,24,3700,989999,1020000,1154,3,2,0,Y,2,1955,0
40862638,31,3700,989999,970900,1583,4,2,0,Y,2,1971,0
40956713,8,3700,990000,1005000,1689,3,2,1,Y,2,1989,155
40958906,5,3700,990000,1075000,1036,3,1,0,Y,2,1960,0
40914509,14,3700,990000,1027000,1075,3,2,0,Y,2,1958,0
40942645,14,3700,990000,1000000,950,3,2,0,Y,1,1955,0
40935681,8,3700,990000,1250000,1316,3,1,1,Y,2,1955,0
40895605,6,3700,990000,1200000,1762,3,2,1,Y,2,1961,180
40862333,15,3700,990000,1030000,1494,4,2,0,Y,2,1968,0
40856720,14,3700,990500,1160000,1830,4,2,0,Y,2,1971,0
40847198,46,3700,991111,1065000,1831,4,2,0,Y,2,1969,0
40908480,1,3700,994900,1044000,1120,3,2,0,Y,2,1955,0
ME20080235,4,3700,995000,1050000,1475,3,2,0,Y,2,1962,0
40893089,75,3700,995000,1170000,1790,3,2,0,Y,2,1972,0
40898034,4,3700,995000,1030005,1262,3,2,0,Y,2,1961,0
40913386,13,3700,995000,1070000,1522,3,2,0,Y,2,1956,0
40861841,6,3700,995000,1130000,1306,3,2,0,Y,2,1967,0
40859191,2,3700,995000,1150000,1380,3,2,0,Y,2,1964,0
40929630,0,3700,995000,995000,1268,3,2,0,Y,2,1978,0
ML81760243,25,3700,995000,975000,1399,3,2,0,Y,1,1951,0
40923325,2,3700,995000,1065000,1151,3,2,0,Y,2,1958,0
ML81851272,13,3700,995000,1010000,1152,3,2,0,Y,2,1960,0
40944317,15,3700,995000,1150000,1148,3,2,0,Y,2,1959,0
40854261,42,3700,995880,950000,1712,3,2,2,Y,2,2014,132
40966473,8,3700,997000,1100000,1452,3,2,0,Y,2,1963,0
40859198,7,3700,997300,1180000,1581,3,2,0,Y,2,1962,0
40877585,35,3700,997900,955000,1730,4,2,0,Y,2,1971,0
ME19056424,35,3700,997900,955000,1730,4,2,0,Y,2,1971,0
ML81844853,5,3700,998000,1200888,1078,3,2,0,N,0,1963,0
SF421571799,13,3700,998000,1218000,1373,3,2,1,N,0,1986,0
ML81855991,11,3700,998000,1065000,1232,3,2,0,N,0,1961,0
40929685,7,3700,998000,1190000,1406,3,2,0,Y,2,1962,0
40949008,8,3700,998000,1115000,1241,3,1,0,Y,1,1912,0
40935462,16,3700,998000,1170000,1835,4,2,0,Y,2,1959,0
40878273,21,3700,998000,960000,1262,3,2,0,Y,2,1962,0
40951375,0,3700,998000,990000,1120,3,2,0,Y,2,1955,0
40962079,6,3700,998000,1278000,1131,3,2,0,Y,2,1963,0
40877420,75,3700,998000,970000,2093,4,3,1,Y,2,2013,132
ML81847214,7,3700,998000,1216200,1131,3,2,0,Y,2,1963,0
40884563,51,3700,998000,950000,1734,4,3,0,Y,1,1958,0
ML81853813,7,3700,998000,1180000,1078,3,2,0,Y,1,1963,0
40881695,15,3700,998000,1197000,1400,4,2,0,Y,2,1970,0
ML81782184,8,3700,998000,1100000,1324,4,2,0,Y,2,1961,0
40885298,14,3700,998000,1035000,1423,3,3,0,Y,2,1988,85
40923551,7,3700,998000,1098000,1620,3,2,0,Y,2,1964,0
40882445,3,3700,998500,1050000,1584,4,2,0,Y,2,1960,150
40932142,6,3700,998750,1200888,1314,4,2,0,Y,2,1960,0
40894410,11,3700,998800,1050000,1390,3,2,0,Y,2,1967,0
40869202,10,3700,998800,1065000,1372,3,2,0,Y,2,1972,0
40963676,13,3700,998800,1125000,1333,3,2,0,Y,2,1953,0
40841025,63,3700,998800,949000,2314,4,3,0,Y,2,1960,0
40937131,5,3700,998800,1285000,1368,3,2,0,Y,2,1959,0
40912372,9,3700,998800,1115000,1588,4,2,0,Y,2,1964,18
40862464,11,3700,998800,1040000,1701,4,2,1,Y,2,1963,0
ML81755770,9,3700,998800,1065000,1372,3,2,0,Y,2,1972,0
40893358,18,3700,998800,980000,1347,4,2,0,Y,2,1962,0
40862847,3,3700,998888,1060000,1290,3,2,0,Y,2,1968,0
40917426,8,3700,998888,980000,1586,4,3,0,Y,2,1960,216
40885024,11,3700,998888,1085000,1290,3,2,0,Y,2,1968,0
40888772,21,3700,998888,950000,1320,3,2,0,Y,2,1960,175
40944660,5,3700,998888,1045000,1576,3,2,0,Y,2,1954,0
40859553,12,3700,998888,1100000,1922,4,3,1,Y,2,2009,121
40904816,19,3700,998888,955000,1833,3,2,0,N,0,1958,0
40865255,7,3700,998888,1071888,1118,3,2,0,Y,2,1959,0
40871822,9,3700,998888,1003180,1656,4,2,0,Y,2,1964,0
ML81806860,8,3700,998888,980000,1586,4,3,0,Y,2,1960,216
40858486,6,3700,998888,1100000,1480,3,2,0,Y,2,1973,0
ML81775195,21,3700,998888,950000,1320,3,2,0,Y,2,1960,180
40964435,0,3700,998888,1267000,1390,3,2,0,Y,2,1969,0
40902689,7,3700,998950,1010000,1375,3,2,0,Y,2,1978,0
ME20065440,6,3700,999000,990000,1324,3,2,0,Y,2,1954,0
40852504,9,3700,999000,1010000,1995,4,3,0,Y,2,1960,0
40927413,6,3700,999000,990000,1324,3,2,0,Y,2,1954,0
40879392,42,3700,999000,985000,1198,3,2,0,Y,2,1959,0
40961848,27,3700,999000,1090000,1079,3,1,0,N,2,1953,0
ML81747800,75,3700,999000,957000,2093,4,3,1,Y,2,2013,132
40878330,19,3700,999000,1102000,1000,3,1,0,Y,2,1962,0
40869165,32,3700,999000,957000,2093,4,3,1,Y,2,2013,132
SF486720,12,3700,999000,957000,2093,4,3,1,N,0,2013,132
40900580,11,3700,999000,1040000,1476,3,2,0,Y,2,1973,0
40874534,8,3700,999000,960000,1632,4,3,0,Y,2,1980,0
40882429,10,3700,999000,1020000,1324,4,2,0,Y,2,1963,0
40908434,48,3700,999000,990000,1080,3,2,0,Y,2,1958,0
40885985,15,3700,999000,981000,1736,4,2,0,Y,2,1962,0
40877470,12,3700,999000,995000,1452,3,2,0,Y,1,1947,0
40888267,13,3700,999000,999000,1523,3,2,0,Y,2,1954,0
SF502052,8,3700,999000,1127000,1390,4,2,1,N,0,1959,216
40913404,8,3700,999000,1127000,1390,4,2,1,Y,2,1959,216
40921995,6,3700,999000,1060000,1217,3,2,0,Y,2,1960,0
40892238,17,3700,999000,1302000,1114,4,2,0,N,1,1954,0
40931330,24,3700,999000,1000000,1350,3,2,0,Y,2,1955,0
40949376,8,3700,999000,1250000,1889,5,2,0,N,2,1959,0
40846148,27,3700,999000,990000,1712,3,2,1,Y,2,2014,132
40922283,1,3700,999000,1044000,1903,5,3,0,Y,2,1967,0
ML81797260,5,3700,999000,1055000,1577,4,2,0,Y,2,1966,0
40856724,26,3700,999000,990000,1712,3,2,1,Y,2,2013,132
ML81856363,32,3700,999000,1020000,1555,3,2,1,Y,2,1985,220
ML81749528,65,3700,999000,1016000,1486,4,2,0,Y,2,1961,0
40868543,14,3700,999000,1200000,2326,5,3,0,Y,2,1965,0
40901708,4,3700,999000,975000,1010,3,2,0,Y,2,1959,0
ML81768788,10,3700,999000,1020000,1324,4,2,0,Y,2,1963,0
ML81765809,38,3700,999000,985000,1198,3,2,0,Y,2,1959,0
40936966,7,3700,999500,1200000,1151,3,2,0,Y,2,1959,0
ML81784506,5,3700,999500,1210000,1010,2,2,0,Y,2,1970,0
40861368,35,3700,999500,985000,1447,3,2,0,Y,2,1959,0
40861855,10,3700,999800,1000000,1688,3,3,0,Y,2,1951,0
40897761,9,3700,999800,1130000,1248,3,2,0,Y,2,1961,44
40937888,7,3700,999800,1065000,1114,3,2,0,Y,2,1996,43
40890745,10,3700,999800,1080000,1298,2,2,0,Y,2,1972,435
40880065,28,3700,999800,960000,1314,4,2,0,Y,2,1960,0
ML81844477,8,3700,999800,1220000,1151,3,2,0,Y,2,1958,0
40860960,10,3700,999800,1058000,1202,3,2,0,Y,2,1959,0
40848532,7,3700,999800,1000000,1494,4,2,0,Y,2,1963,0
40876938,10,3700,999800,950000,1619,4,2,0,Y,2,1963,0
40881986,6,3700,999850,1090000,1329,3,2,1,Y,2,1953,180
40965737,18,3700,999880,1170000,1251,3,2,0,Y,2,1959,0
ML81833786,17,3700,999880,999880,1961,5,2,0,Y,2,1961,0
40880740,29,3700,999888,960000,1234,4,2,0,Y,2,1976,0
40910660,12,3700,999888,1020000,1242,3,2,0,Y,2,1964,0
40898614,14,3700,999888,1180000,1612,3,2,0,Y,2,1967,0
40919795,8,3700,999888,1095000,1134,3,2,0,Y,2,1963,0
40883686,7,3700,999888,1035000,1675,4,2,0,Y,2,1955,0
40910939,18,3700,999888,950000,1296,3,2,0,Y,2,1960,0
40879136,9,3700,999888,1130000,1573,3,2,0,Y,2,1962,0
40949701,21,3700,999888,1125000,1067,3,2,0,Y,2,1962,0
40922813,2,3700,999888,1135000,1256,3,2,0,Y,2,1964,0
40850873,14,3700,999888,980000,1362,3,3,0,Y,2,1955,0
ML81767130,29,3700,999888,960000,1234,4,2,0,Y,2,1976,0
ML81829694,4,3700,999888,1150000,1712,3,2,2,Y,2,2014,149
40913639,11,3700,999888,1030000,1240,3,2,0,Y,2,1965,0
ML81797228,14,3700,999900,990000,1414,3,3,0,Y,2,1952,0
40946384,6,3700,999900,1117500,1154,3,2,0,Y,2,1956,0
40902876,64,3700,999900,990000,1414,3,3,0,Y,2,1952,0
40965610,7,3700,999900,1320000,1864,4,3,0,Y,2,1963,0
40960507,8,3700,999900,1202344,1148,3,2,0,Y,2,1959,0
40864923,12,3700,999900,960000,1767,4,2,0,Y,2,1962,0
40931656,29,3700,999950,995000,1904,4,2,0,N,0,1954,0
40868558,12,3700,999950,990000,1411,3,2,0,Y,2,1961,180
40937866,10,3700,999950,1100000,1540,4,3,0,Y,2,1954,0
40959724,7,3700,999950,1100000,1413,3,2,0,Y,2,1978,350
ML81770297,11,3700,999988,1020000,1409,4,2,0,Y,2,1976,0
40847633,9,3700,999995,985000,1187,3,2,0,Y,2,1984,0
40923761,9,3700,999998,1200000,1323,3,3,0,Y,2,1952,0
40939975,4,3700,999999,1320088,1595,4,3,0,Y,1,1955,0
40851200,23,3700,999999,970000,1494,4,2,0,Y,2,1970,0
40846392,18,3700,999999,1015101,1515,4,2,0,Y,2,1958,0
40853491,14,3700,999999,1150000,1389,3,2,0,Y,2,1972,475
40900002,46,3700,999999,975000,1450,4,2,0,Y,2,1964,0
ME19005016,22,3700,999999,970000,1494,4,2,0,Y,2,1970,0
40952596,4,3700,999999,1301000,1452,3,2,0,Y,2,1962,0
40946833,6,3700,999999,1101000,1092,3,2,0,Y,2,1959,0
40851667,86,3700,999999,1005000,1169,3,2,0,Y,2,1955,0
40910493,0,3700,999999,1070000,1346,3,2,0,Y,2,1975,0
40896753,9,3700,999999,1257121,1474,3,2,0,Y,2,1976,0
40874350,10,3700,999999,1090000,1496,4,2,0,Y,2,1959,0
40937284,12,3700,999999,1330000,1200,3,2,0,Y,2,1961,0
40850468,13,3700,999999,1350000,1536,3,2,0,Y,2,1965,0
ML81762240,76,3700,999999,1000000,1581,4,2,0,Y,2,1963,0
40954001,5,3700,999999,1275000,1452,3,2,0,Y,2,1962,0
40887631,7,3700,999999,1058000,1600,4,2,1,Y,2,1989,0
40932815,11,3700,1000000,1188888,1314,3,2,0,Y,2,1960,0
40857170,10,3700,1000000,1100000,1535,3,2,0,Y,2,1962,0
40890104,16,3700,1000000,1000000,1476,4,2,0,Y,2,1973,0
40937042,9,3700,1000000,1010000,1166,3,2,0,N,0,1953,0
40938461,0,3700,1000000,1000000,1118,3,2,0,Y,2,1959,0
ME221005126,19,3700,1000000,1140000,1475,3,2,0,Y,2,1962,0
40892604,0,3700,1000000,1000000,1080,3,2,0,Y,2,1958,0
40869041,56,3700,1000000,1000000,1520,3,2,0,Y,2,1961,0
40868005,18,3700,1000000,1000000,1080,3,2,0,Y,2,1961,0
40907120,0,3700,1000000,1010000,1008,3,1,0,Y,2,1953,0
40924843,8,3700,1000000,1130000,1407,3,2,0,Y,2,1955,0
40859684,7,3700,1000000,1015000,1339,4,2,0,Y,2,1954,0
40845970,36,3700,1000000,980000,1909,4,2,0,Y,2,1963,0
40853897,7,3700,1000000,1175000,1796,3,2,0,Y,2,1978,0
40915929,6,3700,1000000,950000,1229,3,2,0,Y,2,1956,201
40868604,9,3700,1000000,1080000,1104,3,2,0,Y,2,1956,0
ML81742784,11,3700,1000000,1100000,1535,3,2,0,Y,2,1962,0
40852829,12,3700,1000000,1020000,2028,3,2,0,Y,2,1956,175
40931715,6,3700,1000000,1170000,2095,4,3,1,Y,2,2014,132
40878973,7,3700,1000000,1050000,2319,4,3,0,Y,2,1968,0
40864507,84,3700,1000000,1335000,2774,5,4,0,Y,2,1962,0
40919967,8,3700,1000000,1150100,1612,4,2,0,Y,2,1960,0
40848814,14,3700,1000050,1232000,1942,4,2,0,Y,2,1973,0
40935972,16,3700,1005000,1005000,1589,4,1,0,Y,2,1930,0
40848104,17,3700,1009888,975000,1249,3,2,0,Y,2,1963,0
40897736,9,3700,1015000,1045000,1296,3,2,0,Y,2,1961,0
40849481,16,3700,1015000,980000,1644,3,2,2,Y,2,2014,132
40912470,7,3700,1019000,1127000,1601,3,2,0,Y,2,1962,0
40929607,3,3700,1019000,1019000,1545,3,3,1,Y,2,2010,0
40856598,10,3700,1020000,1090000,1624,4,2,0,Y,2,1963,0
ML81761341,53,3700,1020000,980000,1416,3,2,1,Y,2,1989,0
40892517,9,3700,1025000,1035000,1290,3,2,0,Y,2,1968,0
40927263,6,3700,1025000,1130000,1538,3,3,0,Y,2,1957,0
40859265,8,3700,1025000,988000,1762,3,1,1,Y,2,1948,0
40907408,36,3700,1025000,1060000,1736,4,2,0,Y,2,1962,0
ML81841435,7,3700,1025000,1080000,1148,3,2,0,Y,2,1971,0
ML81808093,12,3700,1025000,1050000,1328,3,2,0,Y,1,1961,0
40946114,6,3700,1028000,1200000,1325,3,2,0,Y,2,1976,0
40902262,8,3700,1028000,1010000,1000,3,1,1,Y,2,1963,0
ML81789963,11,3700,1028000,1010000,1000,3,1,1,Y,2,1963,0
40886934,25,3700,1028000,1044220,1324,3,2,1,Y,2,1988,119
40918016,6,3700,1028800,1100000,1592,3,2,0,Y,1,1948,0
40878841,9,3700,1029000,1055000,1413,4,2,0,Y,2,1962,0
40858679,15,3700,1029000,1100000,2260,4,3,0,Y,2,1960,0
40876678,11,3700,1029000,1080000,1170,3,2,0,Y,2,1956,0
40885162,19,3700,1029000,1010000,1669,3,2,1,Y,2,1999,101
ML81765074,9,3700,1029000,1055000,1413,4,2,0,Y,2,1962,0
40919444,0,3700,1029000,1029000,1904,4,2,1,Y,2,1969,0
ML81773071,39,3700,1029800,989910,1698,4,2,0,Y,2,1961,0
40886543,36,3700,1029800,989910,1698,4,2,0,Y,2,1961,0
40867013,63,3700,1029800,1010000,2093,4,3,1,Y,2,2013,132
40867250,31,3700,1029888,990000,1202,3,2,0,Y,2,1950,180
ML81745191,10,3700,1029950,1140000,1244,3,2,0,Y,2,1959,0
40859237,10,3700,1029950,1140000,1244,3,2,0,Y,2,1959,0
40881856,85,3700,1029990,1010000,1347,3,2,0,Y,2,1962,0
40941537,8,3700,1030000,1360000,1701,4,2,1,Y,2,1963,0
40877225,10,3700,1034999,1035000,1291,3,2,0,Y,2,1977,0
40911326,5,3700,1035000,1090000,1413,3,2,0,Y,2,1960,0
40890971,13,3700,1035888,1070001,1324,3,2,1,Y,2,1988,119
40877474,19,3700,1036840,1021000,1409,4,2,0,Y,2,1978,0
40872242,55,3700,1038000,1030000,1424,3,2,0,Y,2,1960,0
ML81804490,9,3700,1038800,1075000,1551,4,2,0,Y,2,1962,0
ML81787243,9,3700,1039000,1060000,1314,4,2,0,Y,2,1960,0
ML81783305,7,3700,1039950,1180000,1347,3,2,0,Y,2,1963,0
40896046,8,3700,1039950,1180000,1347,3,2,0,Y,2,1963,0
40843891,78,3700,1040000,1040000,1587,4,2,0,Y,2,1962,0
40859598,46,3700,1045000,1017000,1152,3,2,0,Y,2,1961,0
40840903,46,3700,1048000,1000000,1424,4,2,0,Y,2,1961,0
40877399,4,3700,1048000,1020000,1664,4,2,1,Y,2,1988,60
40880234,41,3700,1048000,1020000,1579,3,2,0,Y,2,1971,0
40863296,8,3700,1048000,1100000,1314,3,2,0,Y,2,1960,0
40853807,9,3700,1048000,1050000,1422,3,2,1,Y,2,1994,0
40924080,15,3700,1048000,1075000,1556,4,2,0,Y,2,1962,0
ML81763706,6,3700,1048000,1020000,1664,4,2,1,N,0,1988,60
40913611,14,3700,1048888,1070000,1535,4,2,0,Y,2,1962,0
40858046,6,3700,1048888,1103315,1314,3,2,0,Y,2,1960,0
40870411,32,3700,1049000,1071000,1434,3,2,0,Y,2,1958,0
SF486021,44,3700,1049000,1025000,1428,3,2,0,N,0,1958,0
40895468,5,3700,1049000,1321000,1092,3,2,0,Y,2,1961,0
40868928,45,3700,1049000,1025000,1428,3,2,0,Y,2,1958,0
40953094,7,3700,1049000,1000000,1444,4,2,0,Y,2,1969,0
40855946,79,3700,1049000,1005000,1114,3,2,0,Y,2,1996,39
40881943,9,3700,1049000,1125000,1480,3,2,0,Y,2,1973,0
40949779,8,3700,1049000,1300000,1148,3,2,0,Y,2,1959,0
40908404,18,3700,1049000,1049000,1296,3,2,0,Y,2,1961,0
40918011,7,3700,1049000,1105000,1230,2,2,0,Y,2,1972,472
40947019,7,3700,1049000,1228000,1278,3,2,0,Y,2,1959,0
40906950,10,3700,1049000,1130000,1589,3,2,1,Y,2,1989,0
ML81755143,6,3700,1049000,1150000,1091,3,2,0,Y,2,1980,0
ML81760408,14,3700,1049000,1030000,1577,4,2,0,Y,2,1962,0
ML81807601,6,3700,1049000,1105000,1230,2,2,0,Y,1,1972,472
ML81755836,17,3700,1049000,1071000,1434,3,2,0,Y,2,1958,0
ML81782651,5,3700,1049000,1321000,1092,3,2,0,Y,2,1961,0
ML81820471,9,3700,1049000,1250000,1836,4,3,0,Y,2,1961,0
40947351,6,3700,1049000,1275000,1204,3,2,0,Y,2,1964,0
40936273,4,3700,1049000,1135000,1353,4,2,0,Y,2,1961,0
40873514,26,3700,1049000,1030000,1577,4,2,0,Y,2,1962,0
40871513,9,3700,1049500,1100000,1503,3,2,0,Y,2,1977,0
40848233,7,3700,1049800,1101500,1736,4,2,0,Y,2,1962,0
40910898,20,3700,1049800,1000000,1367,3,2,0,Y,2,1954,0
40882216,7,3700,1049800,1065000,1619,4,2,0,Y,2,1962,0
40898789,8,3700,1049888,1150000,1507,3,2,0,Y,2,1963,180
40891063,26,3700,1049888,1150000,1148,3,2,0,Y,2,1955,0
40873617,51,3700,1049888,950000,1446,3,2,0,Y,2,1961,0
40931738,7,3700,1049888,1185000,1515,3,2,0,Y,2,1961,0
40862214,73,3700,1049900,995000,1347,3,2,0,Y,2,1963,0
40929259,11,3700,1049900,1140000,1583,4,2,0,Y,2,1970,0
40943388,5,3700,1049900,1251000,1598,3,2,0,Y,2,1961,0
40881373,25,3700,1049900,1040000,1919,3,2,0,Y,2,1962,0
40861113,8,3700,1049950,1100000,1422,3,2,1,Y,2,1994,0
40912770,24,3700,1049950,1036000,1312,3,2,0,Y,2,1986,0
40929505,8,3700,1049950,1260000,1256,3,2,0,Y,2,1967,0
40905384,21,3700,1049999,1000000,1305,3,2,0,Y,2,1973,0
40934381,29,3700,1050000,1050000,1232,3,2,0,Y,2,1965,0
40867154,24,3700,1050000,1027000,1507,4,2,0,Y,2,1967,0
40861447,14,3700,1050000,1025000,1830,4,2,0,Y,2,1971,0
ML81780452,15,3700,1050000,1125000,1424,4,2,0,Y,2,1984,0
40856028,5,3700,1050000,1015000,1324,3,2,0,Y,2,1962,0
40897590,8,3700,1050000,1160000,1507,4,2,0,Y,2,1967,0
ML81760227,12,3700,1050000,1045000,1180,4,2,0,Y,2,1962,0
40872796,76,3700,1050000,1010000,2216,4,3,0,Y,2,1955,0
40923553,5,3700,1050000,1250000,1376,3,2,0,Y,2,1981,0
40901371,54,3700,1050000,1050000,1080,3,2,0,Y,2,1959,0
40859957,12,3700,1050000,1150000,1296,4,2,0,Y,2,1956,0
40915583,7,3700,1050000,1075000,1630,3,2,0,Y,2,1963,0
40869975,8,3700,1050000,1140000,1453,3,2,0,Y,2,1976,0
40934730,8,3700,1050000,1166000,1131,3,2,0,Y,2,1961,0
40922805,11,3700,1050000,1160000,1376,3,2,0,Y,2,1977,0
40865289,24,3700,1050000,1040000,1515,3,2,0,Y,3,1966,150
40899781,10,3700,1050000,1050000,1474,3,2,0,Y,2,1960,0
40928815,8,3700,1050000,1180000,1347,3,2,0,Y,2,1963,0
40898525,8,3700,1050000,1050000,1830,4,2,0,Y,2,1971,0
40850034,17,3700,1050000,1080000,1416,3,2,1,Y,2,1989,0
