ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee,Freq
BA21916741,14,21101,"$647,700 ","$750,000 ",1320,3,2,0,,2,1959,180,A
BA21929677,33,21101,"$725,000 ","$705,000 ",950,3,1,0,,2,1957,,
ME19036856,72,21101,"$799,000 ","$765,000 ",1036,3,1,0,,2,1959,,
BA21915173,128,21101,"$829,000 ","$812,500 ",1042,2,2,0,,2,1985,125,M
BA22004902,23,21101,"$850,000 ","$836,000 ",1169,3,2,0,,2,1959,,
BA21907980,29,21101,"$870,000 ","$720,000 ",1086,3,1,0,,2,1951,,
ME19032930,9,21101,"$879,900 ","$900,000 ",1148,3,2,0,,2,1957,,
BA22016885,7,21101,"$899,999 ","$957,100 ",1302,4,2,0,,2,1960,,
BA21908314,19,21101,"$929,000 ","$992,000 ",1390,3,2,0,,2,1967,,
BA22005197,98,21101,"$930,000 ","$900,000 ",1148,3,2,0,,2,1961,,
BA21921522,35,21101,"$997,900 ","$955,000 ",1730,4,2,0,,2,1971,,
BA21919182,15,21101,"$998,500 ","$1,050,000 ",1584,4,2,0,,2,1960,150,A
BA21914628,43,21101,"$1,049,000 ","$1,025,000 ",1428,3,2,0,,2,1958,,
ME19039477,45,21101,"$1,049,000 ","$1,025,000 ",1428,3,2,0,,2,1958,,
ME20060449,6,21101,"$1,098,000 ","$1,220,000 ",1372,3,2,0,,2,1972,,
BA21927898,39,21101,"$1,150,000 ","$1,150,000 ",1574,4,2,0,,2,1977,,
ME20004013,1,21101,"$1,150,000 ","$1,085,000 ",1556,4,2,0,,,1961,,
BA21919176,14,21101,"$1,225,000 ","$1,210,000 ",1877,3,2,0,,2,1959,140,A
ME19054928,15,21101,"$1,248,888 ","$1,200,000 ",1532,4,2,0,,2,1962,,
ME20034822,36,21101,"$1,290,000 ","$1,275,000 ",2088,4,2,0,,2,1963,15,M
BA22027415,4,21101,"$1,350,888 ","$1,425,000 ",1942,4,2,0,,2,1972,,
ME20023267,20,21101,"$1,375,000 ","$1,360,000 ",1342,3,2,0,,2,1965,,
BA22005680,9,21101,"$1,388,000 ","$1,400,000 ",2278,4,3,0,,2,1986,,
BA21927402,24,21101,"$1,475,000 ","$1,365,000 ",2172,4,3,0,,2,1971,,
BA21921030,59,21101,"$1,488,000 ","$1,575,000 ",2226,4,2,1,,2,1963,,
BA22009989,8,21101,"$1,999,999 ","$2,000,000 ",3058,6,4,0,,3,1998,,
BA21829510,41,21101,"$2,400,000 ","$2,300,000 ",3707,5,3,0,,3,1979,,
ML81758803,12,3500,"$647,700 ","$750,000 ",1320,3,2,,Y,2,1959,180,A
ML81776647,8,3500,"$659,900 ","$700,000 ",1038,3,1,1,Y,1,1957,,
ML81747684,0,3500,"$670,000 ","$670,000 ",840,3,2,0,,0,1920,,
ML81781786,8,3500,"$699,888 ","$885,000 ",1341,3,2,,Y,1,1951,,
ML81782502,5,3500,"$774,900 ","$775,000 ",1036,2,1,,,0,1904,,
ML81738025,20,3500,"$811,100 ","$775,000 ",768,2,2,,Y,3,1914,,
ML81757418,18,3500,"$825,000 ","$825,000 ",1150,3,2,,Y,2,1958,,
ML81776919,0,3500,"$829,000 ","$796,000 ",1120,3,2,,Y,2,1955,,
ML81821362,17,3500,"$829,000 ","$840,000 ",1205,3,2,,,0,1951,,
ML81764034,28,3500,"$829,888 ","$870,000 ",1240,3,2,,Y,2,1965,,
ML81780105,5,3500,"$849,900 ","$935,000 ",1166,3,2,,,0,1953,,
ML81788764,90,3500,"$858,000 ","$740,000 ",1120,3,2,,Y,2,1955,,
ML81774335,14,3500,"$869,000 ","$860,000 ",1168,3,2,,Y,2,1955,,
ML81803435,6,3500,"$870,000 ","$975,000 ",1108,3,2,,Y,2,1965,,
ML81730025,119,3500,"$875,000 ","$860,000 ",1080,3,2,,Y,2,1960,,
ML81757350,15,3500,"$875,000 ","$875,000 ",1148,3,2,,Y,2,1956,,
ML81774229,19,3500,"$876,000 ","$840,000 ",1154,3,2,,Y,2,1956,,
ML81774200,22,3500,"$879,000 ","$860,000 ",1168,3,2,,Y,2,1956,,
ML81807156,12,3500,"$879,950 ","$925,000 ",1119,3,2,,Y,2,1954,,
ML81731149,69,3500,"$888,000 ","$875,000 ",1148,3,2,,Y,2,1957,,
ML81818043,13,3500,"$898,000 ","$930,000 ",1136,3,2,,Y,2,1955,,
ML81771368,30,3500,"$899,000 ","$900,000 ",1168,3,2,,Y,2,1955,,
ML81756697,6,3500,"$899,000 ","$908,000 ",1148,3,2,,Y,2,1958,,
ML81828137,4,3500,"$899,900 ","$1,050,000 ",1148,3,2,,Y,2,1957,,
ML81813390,6,3500,"$899,950 ","$1,028,250 ",1136,3,2,,Y,2,1954,,
ML81767390,65,3500,"$900,000 ","$859,500 ",1148,3,3,,Y,2,1956,,
ML81788015,158,3500,"$909,888 ","$910,000 ",1872,4,2,1,Y,2,1960,,
ML81753473,19,3500,"$949,000 ","$900,000 ",1526,3,2,,Y,2,1958,,
ML81775255,10,3500,"$949,888 ","$1,050,000 ",1384,3,2,1,Y,2,1995,42,
ML81755525,67,3500,"$949,999 ","$950,000 ",1615,4,2,,Y,2,1961,,
ML81853446,8,3500,"$950,000 ","$1,000,000 ",1150,3,2,,Y,2,1956,,
ML81771188,28,3500,"$959,999 ","$930,000 ",1256,3,2,,Y,2,1967,,
ML81738766,7,3500,"$968,000 ","$985,000 ",1537,4,2,,Y,2,1955,,
ML81819865,7,3500,"$975,000 ","$1,172,000 ",1376,3,2,1,Y,2,1999,115,M
ML81827202,8,3500,"$975,000 ","$1,075,000 ",1570,4,2,,Y,1,1933,,
ML81801531,5,3500,"$979,000 ","$1,030,000 ",1372,4,2,,Y,2,1985,,
ML81796534,7,3500,"$979,999 ","$1,053,988 ",1232,3,2,,Y,2,1963,,
ML81788874,21,3500,"$980,000 ","$1,035,000 ",1480,3,2,,Y,2,1972,,
ML81860824,5,3500,"$989,000 ","$1,156,000 ",1001,2,2,,Y,2,1987,88,M
ML81851642,12,3500,"$995,000 ","$1,168,800 ",1272,3,2,,Y,2,1960,,
ML81771627,14,3500,"$998,000 ","$1,035,000 ",1423,3,3,,Y,2,1988,85,
ML81784398,8,3500,"$998,000 ","$1,080,000 ",1387,4,2,,Y,2,1966,,
ML81848322,10,3500,"$998,000 ","$1,230,000 ",1136,3,2,,Y,2,1955,,
ML81827378,8,3500,"$998,888 ","$1,220,361 ",1148,3,2,,Y,2,1957,,
ML81846334,7,3500,"$999,000 ","$1,410,000 ",1238,3,2,,Y,2,1959,,
ML81748573,5,3500,"$999,800 ","$1,000,000 ",1688,3,3,,Y,2,1951,,
ML81746935,19,3500,"$999,800 ","$985,000 ",1658,3,2,1,Y,2,2013,262,
ML81737064,6,3500,"$999,888 ","$980,000 ",1362,3,3,,Y,2,1955,,
ML81799129,14,3500,"$999,888 ","$1,020,000 ",1242,3,2,,Y,2,1964,,
ML81786283,9,3500,"$999,888 ","$1,180,000 ",1612,3,2,0,Y,2,1967,,
ML81767193,82,3500,"$1,029,990 ","$1,010,000 ",1347,3,2,,Y,2,1962,,
ML81792932,0,3500,"$1,030,000 ","$1,030,000 ",1152,3,2,,Y,2,1961,,
ML81829335,7,3500,"$1,048,800 ","$1,220,000 ",1529,3,2,1,Y,2,1999,125,M
ML81798953,9,3500,"$1,049,000 ","$1,130,000 ",1589,3,2,1,Y,2,1989,,
ML81734647,17,3500,"$1,050,000 ","$1,080,000 ",1416,3,2,1,Y,2,1989,,
ML81766836,13,3500,"$1,050,000 ","$1,008,500 ",1413,4,2,,Y,2,1962,,
ML81802094,1,3500,"$1,060,000 ","$1,060,000 ",1579,3,2,,Y,2,1969,,
ML81810049,7,3500,"$1,060,000 ","$1,152,500 ",1384,3,2,1,Y,2,1989,,
ML81841310,7,3500,"$1,079,000 ","$1,405,000 ",1176,3,2,,Y,2,1958,,
ML81780768,7,3500,"$1,080,000 ","$1,167,000 ",1404,3,2,,Y,2,1961,,
ML81767136,26,3500,"$1,080,000 ","$1,070,000 ",1453,3,2,,Y,2,1976,,
ML81847124,7,3500,"$1,086,200 ","$1,144,000 ",1066,3,1,,Y,1,1952,,
ML81807125,8,3500,"$1,088,000 ","$1,140,000 ",1370,3,2,1,Y,2,1989,,
ML81742240,20,3500,"$1,088,800 ","$1,150,000 ",1577,3,2,,Y,2,1962,,
ML81818715,6,3500,"$1,090,000 ","$1,234,000 ",1412,3,2,,Y,2,1960,,
ML81737225,6,3500,"$1,090,000 ","$1,161,000 ",1384,3,2,1,Y,2,1995,42,
ML81851064,3,3500,"$1,098,000 ","$1,250,000 ",1472,3,2,,Y,1,1964,216,A
ML81822215,5,3500,"$1,098,800 ","$1,235,000 ",1564,3,2,,Y,2,1965,,
ML81758319,23,3500,"$1,098,888 ","$1,060,000 ",2001,3,3,,Y,2,2007,119,
ML81808017,6,3500,"$1,099,000 ","$1,155,000 ",1917,3,4,1,Y,2,2007,138,M
ML81811489,2,3500,"$1,099,000 ","$1,160,000 ",1320,3,2,,Y,2,1959,216,A
ML81806831,6,3500,"$1,099,000 ","$1,200,000 ",1344,3,2,,Y,2,1960,,
ML81749448,1,3500,"$1,099,000 ","$1,110,000 ",1422,3,2,,Y,2,1967,,
ML81799263,5,3500,"$1,099,000 ","$1,125,000 ",1866,4,2,1,Y,2,1998,55,
ML81807902,4,3500,"$1,099,888 ","$1,150,000 ",1904,4,3,,Y,2,1955,,
ML81785137,7,3500,"$1,099,900 ","$1,255,000 ",2053,5,3,,Y,2,1978,,
ML81793968,3,3500,"$1,100,000 ","$1,100,000 ",1669,3,2,,Y,2,1965,,
ML81766720,8,3500,"$1,100,000 ","$1,150,000 ",1542,4,2,,Y,2,1958,150,A
ML81745953,22,3500,"$1,120,888 ","$1,070,000 ",1405,4,2,,Y,2,1963,,
ML81793329,5,3500,"$1,129,800 ","$1,150,000 ",1911,4,2,1,Y,2,1997,85,
ML81812192,3,3500,"$1,138,888 ","$1,189,888 ",1390,3,2,,Y,2,1959,,
ML81797628,31,3500,"$1,140,000 ","$1,160,000 ",1848,3,2,1,Y,2,1991,125,
ML81760933,22,3500,"$1,148,000 ","$1,120,000 ",1584,4,2,,Y,2,1960,15,
ML81802416,35,3500,"$1,149,000 ","$1,180,000 ",2066,4,2,1,Y,2,2002,,
ML81781921,11,3500,"$1,149,000 ","$1,144,000 ",1740,3,2,1,Y,2,1997,90,M
ML81775775,2,3500,"$1,149,950 ","$1,170,000 ",2008,3,2,0,Y,2,1958,180,A
ML81801630,9,3500,"$1,150,000 ","$1,250,000 ",1523,3,2,,Y,2,1970,,
ML81803593,8,3500,"$1,150,000 ","$1,205,000 ",1503,4,2,,Y,2,1977,,
ML81821962,7,3500,"$1,150,000 ","$1,220,000 ",2000,4,3,,Y,2,2008,125,
ML81779235,5,3500,"$1,155,000 ","$1,155,000 ",2422,4,3,1,Y,2,2016,189,
ML81782312,9,3500,"$1,159,000 ","$1,195,000 ",1526,3,2,,Y,2,1958,,
ML81824194,9,3500,"$1,169,888 ","$1,352,000 ",1576,3,2,,Y,2,1968,,
ML81756452,73,3500,"$1,174,999 ","$1,140,000 ",2394,4,2,1,Y,2,1963,,
ML81830382,0,3500,"$1,175,000 ","$1,220,000 ",1399,4,2,,Y,2,1965,,
ML81822865,6,3500,"$1,180,000 ","$1,263,000 ",2079,3,2,,Y,2,1952,,
ML81739217,25,3500,"$1,180,000 ","$1,150,000 ",1523,3,2,,Y,2,1972,,
ML81771713,10,3500,"$1,180,000 ","$1,203,600 ",1579,3,2,,Y,2,1970,,
ML81747574,8,3500,"$1,180,000 ","$1,288,000 ",2160,4,3,,Y,2,1965,,
ML81794141,5,3500,"$1,185,000 ","$1,280,000 ",1889,4,2,1,Y,2,1978,,
ML81799493,6,3500,"$1,188,000 ","$1,310,000 ",1588,4,2,,Y,2,1964,216,
ML81805423,1,3500,"$1,188,000 ","$1,305,000 ",1951,5,2,,Y,2,1962,,
ML81827794,10,3500,"$1,188,888 ","$1,388,888 ",1760,3,2,1,Y,2,1994,133,M
ML81779279,6,3500,"$1,189,000 ","$1,236,227 ",1789,4,2,1,Y,2,1989,,
ML81779168,14,3500,"$1,190,000 ","$1,290,000 ",1942,4,2,,Y,2,1971,,
ML81803251,10,3500,"$1,190,888 ","$1,275,000 ",2501,5,3,,Y,2,1963,,
ML81795509,6,3500,"$1,195,000 ","$1,244,000 ",1675,3,2,,Y,2,1977,,
ML81830248,14,3500,"$1,195,000 ","$1,231,000 ",1317,3,2,,Y,2,1958,,
ML81748508,9,3500,"$1,198,000 ","$1,225,000 ",1523,3,2,,Y,2,1971,,
ML81860082,3,3500,"$1,198,000 ","$1,350,000 ",1474,3,2,1,Y,2,1987,88,M
ML81834202,0,3500,"$1,198,000 ","$1,298,000 ",1453,3,2,,Y,2,1981,,
ML81847005,7,3500,"$1,198,000 ","$1,305,000 ",1638,3,2,1,Y,2,1987,88,M
ML81775537,4,3500,"$1,198,000 ","$1,180,000 ",1755,2,2,1,Y,2,1988,78,
ML81853625,6,3500,"$1,198,000 ","$1,325,000 ",1298,3,2,,Y,2,1975,,
ML81803119,7,3500,"$1,198,000 ","$1,230,000 ",1737,3,2,1,Y,2,1987,88,
ML81851031,1,3500,"$1,198,900 ","$1,380,000 ",1409,4,2,,Y,2,1977,,
ML81835998,5,3500,"$1,199,000 ","$1,328,000 ",1503,3,2,1,Y,2,1950,,
ML81743479,15,3500,"$1,199,000 ","$1,350,000 ",2160,4,3,,Y,2,1965,,
ML81795281,4,3500,"$1,199,000 ","$1,230,000 ",2422,4,3,1,Y,2,2016,149,
ML81848480,22,3500,"$1,199,000 ","$1,250,000 ",1384,3,2,1,Y,2,1989,,
ML81825624,21,3500,"$1,199,000 ","$1,410,000 ",1503,4,2,,Y,2,1977,,
ML81823409,12,3500,"$1,199,000 ","$1,320,000 ",1871,4,2,1,Y,2,1978,,
ML81797038,41,3500,"$1,199,000 ","$1,186,825 ",1550,3,2,,Y,2,1956,216,A
ML81813919,7,3500,"$1,199,800 ","$1,250,000 ",2160,4,3,,Y,2,1965,,
ML81777333,13,3500,"$1,200,000 ","$1,220,000 ",1600,3,2,,Y,2,2018,,
ML81827594,0,3500,"$1,200,000 ","$1,250,000 ",1763,3,2,1,Y,2,1955,216,A
ML81801311,57,3500,"$1,225,000 ","$1,235,000 ",1824,4,2,1,Y,2,1989,60,M
ML81827413,6,3500,"$1,248,000 ","$1,405,000 ",1320,3,2,,Y,2,1960,257,A
ML81741466,8,3500,"$1,248,000 ","$1,248,000 ",1703,4,2,,Y,2,1967,,
ML81812529,6,3500,"$1,249,000 ","$1,410,000 ",1671,3,2,0,Y,2,1986,,
ML81842280,7,3500,"$1,249,000 ","$1,440,000 ",1256,3,2,,Y,2,1967,,
ML81814364,6,3500,"$1,249,000 ","$1,378,000 ",1980,4,2,1,Y,2,1972,,
ML81840958,7,3500,"$1,249,000 ","$1,540,000 ",1500,3,2,,Y,2,1963,,
ML81811502,1,3500,"$1,249,800 ","$1,300,000 ",1745,3,2,,Y,2,1958,20,M
ML81822345,6,3500,"$1,250,000 ","$1,440,000 ",1688,3,2,,Y,2,1971,,
ML81842293,6,3500,"$1,250,000 ","$1,480,000 ",1403,3,2,,Y,2,1965,,
ML81799209,34,3500,"$1,250,000 ","$1,275,000 ",2244,4,2,1,Y,3,2003,,
ML81839305,10,3500,"$1,250,000 ","$1,500,000 ",1571,3,2,,Y,2,1964,,
ML81791459,49,3500,"$1,250,000 ","$1,199,000 ",1688,3,2,,Y,2,1971,,
ML81850324,6,3500,"$1,260,000 ","$1,260,000 ",1119,3,2,,Y,2,1954,,
ML81781543,6,3500,"$1,268,000 ","$1,380,000 ",2166,5,3,,Y,2,2003,,
ML81859120,33,3500,"$1,280,000 ","$1,319,400 ",1917,4,4,1,Y,2,2008,143,M
ML81843796,11,3500,"$1,280,000 ","$1,415,000 ",1587,4,2,,Y,2,1963,,
ML81840371,5,3500,"$1,288,000 ","$1,330,000 ",1740,4,2,1,Y,2,1997,95,M
ML81775841,14,3500,"$1,288,000 ","$1,330,000 ",2768,5,3,,Y,2,1991,,
ML81826263,0,3500,"$1,288,000 ","$1,348,000 ",1740,4,2,,Y,2,1962,,
ML81791969,25,3500,"$1,288,888 ","$1,300,000 ",2102,4,3,,Y,2,1958,145,
ML81838081,11,3500,"$1,295,000 ","$1,310,000 ",1643,4,2,,Y,2,1961,18,
ML81841090,7,3500,"$1,295,000 ","$1,535,000 ",1645,3,2,,Y,2,1965,,
ML81769895,16,3500,"$1,295,999 ","$1,300,000 ",2186,4,3,,Y,2,1977,,
ML81796922,7,3500,"$1,298,000 ","$1,400,000 ",1830,4,2,,Y,2,1971,,
ML81859598,1,3500,"$1,298,000 ","$1,580,000 ",1503,4,2,,Y,1,1977,,
ML81812150,45,3500,"$1,298,800 ","$1,250,000 ",1908,4,3,,Y,2,1962,,
ML81844635,14,3500,"$1,298,888 ","$1,530,000 ",1423,3,2,,Y,2,1954,,
ML81835581,0,3500,"$1,299,000 ","$1,380,000 ",1585,4,2,,Y,2,1964,,
ML81830117,11,3500,"$1,299,999 ","$1,501,000 ",1611,4,2,,Y,2,1967,,
ML81740104,9,3500,"$1,299,999 ","$1,255,000 ",1816,4,2,2,Y,2,1954,,
ML81820714,9,3500,"$1,300,000 ","$1,300,000 ",4194,4,3,1,Y,3,1976,,
ML81836124,6,3500,"$1,300,000 ","$1,300,000 ",1226,3,2,,Y,2,1964,,
ML81752191,19,3500,"$1,300,000 ","$1,280,000 ",1790,3,2,1,Y,2,1995,,
ML81830265,7,3500,"$1,300,000 ","$1,412,000 ",1480,3,2,,Y,2,1972,,
ML81847350,10,3500,"$1,328,000 ","$1,450,000 ",1824,4,2,1,Y,2,1988,65,M
ML81831772,7,3500,"$1,330,000 ","$1,330,000 ",2054,4,3,,Y,2,1997,85,M
ML81825976,12,3500,"$1,348,000 ","$1,610,000 ",1830,4,2,,Y,2,1970,,
ML81766083,28,3500,"$1,359,000 ","$1,330,000 ",2186,4,3,,Y,2,1976,,
ML81798279,23,3500,"$1,368,000 ","$1,320,000 ",1980,4,3,,Y,2,1972,,
ML81830364,5,3500,"$1,369,888 ","$1,555,000 ",1932,4,2,,Y,2,1963,,
ML81821488,57,3500,"$1,369,900 ","$1,365,000 ",1652,3,2,1,Y,2,1978,,
ML81756662,11,3500,"$1,375,000 ","$1,400,000 ",2194,4,2,1,Y,2,1999,150,A
ML81820152,6,3500,"$1,375,000 ","$1,500,000 ",2325,4,3,,Y,2,2010,195,M
ML81833686,5,3500,"$1,380,000 ","$1,730,100 ",2336,4,3,,Y,2,1965,,
ML81848071,7,3500,"$1,388,000 ","$1,668,000 ",2154,4,3,1,Y,2,2016,149,
ML81840416,6,3500,"$1,388,000 ","$1,630,000 ",2154,4,3,1,Y,2,2016,149,
ML81852828,5,3500,"$1,395,000 ","$1,765,000 ",1942,4,2,,Y,2,1971,,
ML81849429,16,3500,"$1,395,000 ","$1,428,888 ",1760,4,3,,Y,2,1965,,
ML81837771,4,3500,"$1,398,000 ","$1,725,000 ",2160,4,3,,Y,2,1965,,
ML81860039,18,3500,"$1,398,000 ","$1,455,060 ",1242,3,2,,Y,2,1958,255,A
ML81853250,7,3500,"$1,398,888 ","$1,550,000 ",1714,4,2,,Y,2,1972,,
ML81769897,35,3500,"$1,398,950 ","$1,392,000 ",2040,4,2,,Y,2,1957,185,A
ML81858982,8,3500,"$1,399,000 ","$1,615,000 ",1564,4,2,,Y,2,1961,,
ML81841218,8,3500,"$1,420,000 ","$1,420,000 ",1416,3,2,1,Y,2,1989,,
ML81853420,22,3500,"$1,428,000 ","$1,428,000 ",1751,4,2,,Y,2,1965,,
ML81861143,11,3500,"$1,490,000 ","$1,833,000 ",1771,4,2,,Y,2,1987,,
ML81813286,2,3500,"$1,495,000 ","$1,595,000 ",2462,4,3,,Y,3,2000,148,M
ML81851617,6,3500,"$1,498,000 ","$1,700,000 ",2325,4,3,,Y,2,2010,205,M
ML81847334,11,3500,"$1,498,000 ","$1,500,000 ",2293,4,2,1,Y,2,1969,,
ML81860276,4,3500,"$1,498,888 ","$1,780,111 ",1579,3,2,,Y,2,1972,,
ML81855266,6,3500,"$1,499,000 ","$1,785,000 ",1708,4,2,,Y,2,1972,,
ML81854029,11,3500,"$1,499,000 ","$1,640,000 ",1857,4,2,,Y,2,1982,,
ML81836433,6,3500,"$1,499,000 ","$1,580,000 ",1950,3,2,1,Y,2,1959,216,A
ML81840772,8,3500,"$1,500,000 ","$1,765,000 ",1763,4,3,,Y,2,1955,18,M
ML81846629,8,3500,"$1,548,800 ","$1,800,000 ",2869,4,3,1,Y,2,2016,149,M
ML81772686,50,3500,"$1,588,000 ","$1,500,000 ",3340,5,3,,Y,2,1991,27,M
ML81762142,6,3500,"$1,590,000 ","$1,690,000 ",2755,4,3,2,Y,2,1963,180,A
ML81753026,8,3500,"$1,590,000 ","$1,680,000 ",2643,5,3,,Y,2,1959,180,A
ML81862096,5,3500,"$1,598,000 ","$1,775,000 ",1807,3,2,1,Y,2,1954,255,A
ML81830447,37,3500,"$1,599,000 ","$1,610,011 ",1914,4,2,,Y,2,1985,,
ML81842092,8,3500,"$1,600,000 ","$1,650,000 ",1587,4,2,,Y,2,1962,,
ML81827176,0,3500,"$1,660,000 ","$1,660,000 ",2103,3,2,1,Y,2,1959,21,M
ML81848168,8,3500,"$1,688,800 ","$1,775,000 ",2508,5,3,,Y,2,1964,,
ML81808117,55,3500,"$1,725,000 ","$1,720,000 ",3281,4,3,1,Y,2,1976,,
ML81842212,12,3500,"$1,888,888 ","$1,700,000 ",3846,4,3,1,Y,2,1991,,
ML81803397,36,3500,"$2,350,000 ","$2,200,000 ",3418,4,4,,Y,3,1952,216,A
40862371,17,3700,"$500,000 ","$510,000 ",471,2,1,0,N,0,1905,,
40886074,9,3700,"$550,000 ","$600,000 ",841,2,1,0,Y,1,1951,,
ML81811876,3,3700,"$550,000 ","$530,000 ",945,2,1,,,0,1970,385,M
40953803,4,3700,"$600,000 ","$672,000 ",1250,0,0,0,Y,1,1955,,
40942432,12,3700,"$600,000 ","$600,000 ",702,2,1,,N,2,1900,,
40849006,11,3700,"$620,000 ","$721,000 ",1112,3,2,,Y,2,1954,,
40898782,9,3700,"$629,000 ","$672,000 ",760,2,1,0,Y,2,1923,,
40872374,14,3700,"$647,700 ","$750,000 ",1320,3,2,0,Y,2,1959,180,A
SF486777,14,3700,"$647,700 ","$750,000 ",1320,3,2,0,,0,1959,,
ME19045915,14,3700,"$647,700 ","$750,000 ",1320,3,2,0,,2,1959,180,A
40843149,107,3700,"$650,000 ","$610,000 ",748,2,1,0,Y,2,1905,,
40890088,8,3700,"$659,900 ","$700,000 ",1038,3,1,1,Y,1,1957,,
40856975,12,3700,"$680,000 ","$650,000 ",841,2,1,0,N,1,1950,,
40859290,10,3700,"$680,000 ","$735,000 ",925,3,1,0,Y,1,1955,,
40853182,10,3700,"$689,000 ","$730,000 ",960,2,1,0,Y,2,1971,,
40943651,6,3700,"$689,000 ","$725,000 ",688,2,1,0,Y,0,1922,,
40880224,45,3700,"$695,000 ","$695,600 ",1152,3,1,,N,0,1918,,
40902782,8,3700,"$698,000 ","$615,000 ",950,3,1,0,Y,1,1955,,
ML81806820,9,3700,"$699,000 ","$890,000 ",1427,4,4,,Y,2,1963,,
40876141,30,3700,"$699,000 ","$701,000 ",927,3,2,0,N,0,1906,,
40945938,6,3700,"$699,000 ","$1,035,000 ",703,2,1,0,Y,1,1953,,
40916509,25,3700,"$699,000 ","$751,000 ",1050,2,1,0,Y,2,1963,45,M
40896795,2,3700,"$699,000 ","$715,000 ",921,2,1,0,Y,1,1950,,
40935642,8,3700,"$699,000 ","$1,043,000 ",1423,3,2,0,Y,2,1954,,
40875599,66,3700,"$699,000 ","$525,000 ",616,1,1,,N,0,1908,,
40916044,12,3700,"$699,000 ","$890,000 ",1427,4,4,0,Y,2,1963,,
40915531,8,3700,"$699,000 ","$755,000 ",950,3,1,0,Y,2,1958,,
40871712,40,3700,"$699,888 ","$692,000 ",1250,4,1,0,N,0,1955,,
40883403,17,3700,"$699,888 ","$705,000 ",747,2,1,,Y,1,1952,,
40950276,6,3700,"$699,900 ","$761,000 ",960,2,1,,Y,2,1970,,
40873703,46,3700,"$699,950 ","$710,000 ",950,3,1,0,Y,1,1955,,
40858108,26,3700,"$699,988 ","$726,000 ",950,3,1,0,Y,1,1955,,
ML81743608,55,3700,"$699,988 ","$726,000 ",950,3,1,,Y,1,1955,,
40872592,31,3700,"$699,999 ","$700,000 ",682,2,1,0,N,0,1896,,
40871809,54,3700,"$700,000 ","$700,000 ",1092,2,1,,Y,0,1933,,
ML81816834,5,3700,"$700,000 ","$790,000 ",925,3,1,,Y,1,1954,,
40949161,11,3700,"$700,000 ","$950,000 ",975,2,1,0,Y,1,1942,,
40907451,7,3700,"$709,888 ","$730,000 ",961,2,1,0,Y,1,1951,,
40858231,5,3700,"$715,000 ","$740,000 ",1037,3,1,0,Y,2,1950,,
40924905,4,3700,"$718,888 ","$840,000 ",841,2,1,0,Y,1,1953,,
ML81776196,14,3700,"$719,000 ","$721,000 ",925,3,1,0,,0,1954,,
40889622,14,3700,"$719,000 ","$721,000 ",925,3,1,0,N,0,1954,,
40877296,9,3700,"$725,000 ","$769,000 ",972,2,2,0,Y,2,1973,,
SF488308,7,3700,"$725,000 ","$769,000 ",988,2,2,0,,0,1973,,
40864558,5,3700,"$725,000 ","$750,000 ",1249,3,2,0,Y,2,1963,,
40890253,7,3700,"$725,000 ","$705,000 ",950,3,1,,Y,2,1957,,
40863598,12,3700,"$730,000 ","$741,000 ",960,2,1,0,Y,2,1970,,
40885232,6,3700,"$735,000 ","$685,000 ",1060,3,2,,Y,2,1969,,
40913351,26,3700,"$737,000 ","$758,000 ",816,2,1,0,Y,2,1977,,
40913095,74,3700,"$739,888 ","$730,000 ",1257,2,2,0,Y,2,1978,34,M
ML81760366,29,3700,"$745,000 ","$715,000 ",1257,2,2,0,Y,1,1978,34,M
40842079,71,3700,"$745,000 ","$730,000 ",950,3,2,,N,0,1953,,
40860429,7,3700,"$745,000 ","$820,000 ",1064,3,1,0,Y,2,1964,,
40928825,8,3700,"$748,000 ","$860,000 ",1028,3,2,0,Y,1,1954,,
40937229,7,3700,"$748,800 ","$1,050,000 ",1502,3,1,,Y,1,1928,,
40864052,22,3700,"$748,888 ","$685,800 ",1000,3,2,,Y,2,1955,,
40885329,9,3700,"$748,888 ","$795,000 ",1001,2,2,0,Y,2,1987,85,M
ML81750089,22,3700,"$748,888 ","$685,800 ",1000,3,2,,Y,2,1955,,
40890855,8,3700,"$749,000 ","$768,350 ",1001,2,2,0,Y,2,1987,88,M
40846776,14,3700,"$749,000 ","$749,000 ",950,3,1,,Y,1,1955,,
40929076,4,3700,"$749,000 ","$850,000 ",950,3,1,0,Y,1,1955,,
40938853,0,3700,"$749,500 ","$850,000 ",1075,3,2,0,Y,1,1952,,
40890375,7,3700,"$749,800 ","$750,000 ",925,3,1,0,Y,1,1955,,
ML81770304,31,3700,"$749,888 ","$760,000 ",1067,3,2,,Y,2,1961,,
40866756,96,3700,"$749,999 ","$725,000 ",950,3,1,0,Y,1,1954,,
40858370,9,3700,"$750,000 ","$826,000 ",1228,4,2,0,Y,2,1961,,
40910712,8,3700,"$750,000 ","$765,000 ",1092,3,2,0,Y,2,1960,,
40886567,12,3700,"$750,000 ","$715,000 ",996,3,2,,Y,2,1959,,
40863651,14,3700,"$750,000 ","$764,000 ",950,3,1,,Y,1,1955,,
40890371,12,3700,"$750,000 ","$785,000 ",1092,3,2,,Y,2,1959,,
40951111,0,3700,"$750,000 ","$750,000 ",1316,3,2,0,Y,2,1955,,
