ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,HOA Fee,Freq
40946107,11,3700,"$1,599,000 ","$1,710,000 ",1730,4,2,,Y,2,1960,,
40939682,10,3700,"$1,599,000 ","$1,700,000 ",2510,5,3,1,Y,2,1961,185,A
40923029,11,3700,"$1,599,000 ","$1,630,000 ",2910,4,4,1,Y,3,1989,,
40883029,55,3700,"$1,599,000 ","$1,599,000 ",2277,4,3,1,Y,2,2019,215,M
40878085,8,3700,"$1,599,000 ","$1,599,000 ",2277,4,3,1,Y,2,2019,215,M
40955828,7,3700,"$1,599,000 ","$1,725,000 ",2052,4,3,,Y,2,1985,,
40960527,6,3700,"$1,599,000 ","$1,800,000 ",2002,4,2,1,Y,2,1979,,
40896066,75,3700,"$1,599,000 ","$1,540,000 ",2268,4,3,1,Y,2,2020,179,M
40880047,80,3700,"$1,599,000 ","$1,565,000 ",2381,4,2,1,Y,2,1977,,
40943486,17,3700,"$1,599,000 ","$1,800,000 ",2762,4,3,0,Y,2,1979,,
40942460,15,3700,"$1,599,000 ","$1,730,000 ",2270,3,2,1,Y,2,1965,,
40869974,11,3700,"$1,599,000 ","$1,586,000 ",2246,4,2,1,Y,2,1977,,
40929043,7,3700,"$1,599,000 ","$1,817,000 ",2303,5,3,0,Y,2,1978,,
40907639,10,3700,"$1,599,000 ","$1,710,000 ",2762,4,3,0,Y,2,1979,,
ML81794140,37,3700,"$1,599,000 ","$1,580,650 ",1882,4,2,,Y,2,1974,,
40916055,8,3700,"$1,599,000 ","$1,600,000 ",2200,4,3,1,Y,2,2001,29,M
40844114,69,3700,"$1,599,800 ","$1,550,000 ",2577,5,2,1,Y,2,1969,,
40893316,12,3700,"$1,599,800 ","$1,720,000 ",1956,4,2,0,Y,2,1969,,
40890756,27,3700,"$1,599,800 ","$1,580,000 ",2140,4,2,1,Y,2,1978,,
SF509389,5,3700,"$1,599,888 ","$1,674,000 ",2402,4,3,0,,0,1987,,
40928157,5,3700,"$1,599,888 ","$1,674,000 ",2402,4,3,0,Y,2,1987,,
ML81863276,6,3700,"$1,599,888 ","$1,680,000 ",2445,4,3,,Y,2,1980,,
ML81830464,6,3700,"$1,599,888 ","$1,760,000 ",2102,4,3,,Y,2,1990,130,Q
40934611,11,3700,"$1,599,900 ","$1,764,000 ",2219,4,2,1,Y,2,1977,,
40954674,6,3700,"$1,599,950 ","$1,650,000 ",1830,4,2,0,Y,2,1972,,
40928884,35,3700,"$1,599,998 ","$1,570,000 ",2938,4,3,,Y,2,1991,250,S
40885451,15,3700,"$1,599,999 ","$1,601,000 ",3043,4,3,0,Y,3,1991,,
40947689,12,3700,"$1,599,999 ","$1,584,000 ",2555,5,3,,Y,2,1968,,
40947796,12,3700,"$1,599,999 ","$1,800,000 ",2167,4,2,0,Y,2,1972,,
40908757,17,3700,"$1,599,999 ","$1,515,000 ",1787,4,2,1,Y,2,1980,,
40943682,7,3700,"$1,600,000 ","$1,685,000 ",1787,4,2,1,Y,2,1978,,
40907701,0,3700,"$1,600,000 ","$1,660,000 ",1816,5,2,0,Y,2,1964,,
40913398,11,3700,"$1,600,000 ","$1,600,000 ",2195,4,3,0,Y,2,1965,,
40941710,7,3700,"$1,600,000 ","$1,700,000 ",1434,3,2,0,Y,2,1960,,
40916470,2,3700,"$1,600,000 ","$1,650,000 ",1650,4,3,,Y,2,1961,,
ML81838267,5,3700,"$1,600,000 ","$2,150,000 ",3153,5,4,0,Y,2,2018,,
40918286,14,3700,"$1,600,000 ","$1,601,000 ",1702,4,3,0,Y,2,1953,,
40922828,2,3700,"$1,600,000 ","$1,620,000 ",2071,4,2,1,Y,3,1988,65,M
40956059,4,3700,"$1,609,990 ","$1,609,990 ",2029,3,3,1,Y,2,2021,288,M
40874656,26,3700,"$1,610,000 ","$1,614,266 ",2277,4,3,1,Y,2,2019,215,M
40950107,5,3700,"$1,618,888 ","$1,658,000 ",2172,3,3,1,Y,2,2021,288,M
40889056,70,3700,"$1,619,000 ","$1,599,000 ",2277,4,3,1,Y,2,2019,179,M
40957940,2,3700,"$1,619,990 ","$1,619,990 ",2029,3,3,1,Y,2,2021,288,M
ME221107585,15,3700,"$1,625,000 ","$1,630,000 ",1696,3,2,0,,2,1964,,
40951910,22,3700,"$1,626,880 ","$1,610,000 ",2029,3,3,1,Y,2,2021,288,M
40856209,10,3700,"$1,628,000 ","$1,750,000 ",2002,4,3,0,Y,2,1960,,
40957939,1,3700,"$1,629,990 ","$1,629,990 ",2029,3,3,1,Y,2,2021,288,M
40944274,9,3700,"$1,630,000 ","$1,705,888 ",2095,4,2,0,Y,3,1975,,
40867596,76,3700,"$1,635,000 ","$1,595,000 ",2568,4,3,0,Y,2,1956,150,A
40934710,7,3700,"$1,635,000 ","$1,751,000 ",1619,4,2,1,Y,2,1960,,
40961113,7,3700,"$1,638,000 ","$1,900,000 ",2428,4,3,0,Y,3,2001,,
40849535,16,3700,"$1,638,800 ","$1,580,000 ",1957,4,2,0,Y,2,1967,,
40951913,9,3700,"$1,638,880 ","$1,680,000 ",2175,3,3,1,Y,2,2021,288,M
40950108,5,3700,"$1,638,888 ","$1,663,885 ",2260,3,3,1,Y,2,2021,288,M
40910313,23,3700,"$1,639,000 ","$1,607,500 ",2513,4,3,,Y,2,1960,,
40876001,11,3700,"$1,640,000 ","$1,675,000 ",2730,5,3,1,Y,2,1952,,
40964368,5,3700,"$1,648,000 ","$1,950,000 ",2293,4,2,1,Y,2,1979,,
40913036,15,3700,"$1,648,000 ","$1,720,000 ",2770,4,3,0,Y,2,1979,,
ML81786297,75,3700,"$1,648,000 ","$1,580,000 ",2200,5,3,,Y,2,1945,,
40864756,9,3700,"$1,648,888 ","$1,680,000 ",1939,4,3,0,Y,2,1969,,
40943519,3,3700,"$1,649,000 ","$1,700,001 ",1502,3,2,0,Y,2,1962,,
40959761,12,3700,"$1,649,000 ","$1,787,000 ",2492,4,2,1,Y,2,1994,,
40928420,7,3700,"$1,649,000 ","$1,695,000 ",1881,3,2,0,Y,2,1975,,
ML81854982,14,3700,"$1,649,000 ","$1,650,000 ",2166,3,2,1,Y,2,1999,,
ML81790838,33,3700,"$1,649,800 ","$1,615,000 ",2468,3,2,1,Y,2,1964,,
40879041,9,3700,"$1,649,800 ","$1,600,000 ",2175,4,3,0,Y,2,1988,70,M
40896861,15,3700,"$1,649,800 ","$1,700,000 ",2245,4,3,0,Y,2,1997,,
40852792,13,3700,"$1,649,800 ","$1,700,000 ",2287,4,2,1,Y,2,2009,,
40895815,8,3700,"$1,649,888 ","$1,695,000 ",2591,4,3,0,Y,2,2001,90,M
40951564,7,3700,"$1,649,950 ","$1,810,000 ",1627,4,2,0,Y,2,1968,,
40953810,18,3700,"$1,649,990 ","$1,637,880 ",2172,3,3,1,Y,2,2021,288,M
40958895,10,3700,"$1,650,000 ","$1,770,000 ",2052,4,2,1,Y,2,1984,,
40873542,36,3700,"$1,650,000 ","$1,650,000 ",3311,5,4,,Y,2,1977,,
40875748,89,3700,"$1,650,000 ","$1,600,000 ",2041,4,3,0,Y,2,1961,,
40943094,10,3700,"$1,650,000 ","$1,730,000 ",1697,4,3,0,Y,2,1964,,
40966561,17,3700,"$1,650,000 ","$1,665,000 ",2966,7,4,1,Y,2,1961,,
40969145,1,3700,"$1,650,000 ","$1,800,000 ",2082,4,2,1,Y,2,1963,,
40916224,10,3700,"$1,650,000 ","$1,670,000 ",2825,5,3,0,Y,3,1991,,
40950321,8,3700,"$1,650,000 ","$1,738,500 ",2700,5,3,0,Y,2,2000,148,M
40944187,7,3700,"$1,650,000 ","$1,900,000 ",2646,4,3,0,Y,3,1987,,
ML81783154,69,3700,"$1,650,000 ","$1,535,000 ",1761,4,2,,Y,2,1978,,
40939731,7,3700,"$1,650,000 ","$1,750,000 ",2700,5,3,0,Y,3,1991,,
40896502,10,3700,"$1,650,000 ","$1,890,000 ",2566,5,3,0,Y,3,1974,,
40949543,8,3700,"$1,650,000 ","$1,700,000 ",1692,4,2,,Y,2,1976,,
ML81827003,0,3700,"$1,650,000 ","$1,650,000 ",1973,4,3,,Y,2,2017,150,
40908425,26,3700,"$1,650,000 ","$1,590,000 ",2415,4,2,1,Y,2,1987,,
40861633,14,3700,"$1,650,000 ","$1,710,000 ",2320,4,2,1,Y,3,1992,65,M
ML81759625,36,3700,"$1,650,000 ","$1,650,000 ",3311,5,4,,Y,2,1977,,
40953811,6,3700,"$1,650,880 ","$1,650,990 ",2260,3,3,1,Y,2,2021,288,M
40866958,8,3700,"$1,655,000 ","$1,655,000 ",2749,4,3,0,Y,3,1988,,
40934996,4,3700,"$1,658,000 ","$1,780,000 ",2591,5,3,1,Y,2,1955,185,A
ML81820973,5,3700,"$1,659,950 ","$1,830,000 ",2398,4,3,,Y,2,1955,185,A
40929834,6,3700,"$1,659,950 ","$1,830,000 ",2398,4,3,0,Y,2,1955,185,A
ML81788658,11,3700,"$1,660,000 ","$1,640,000 ",1938,4,2,,Y,2,1989,80,
ML81797474,5,3700,"$1,660,000 ","$1,685,000 ",2247,4,3,,Y,2,1979,,
40956061,11,3700,"$1,669,990 ","$1,669,990 ",2260,3,3,1,Y,2,2021,288,M
ML81799872,11,3700,"$1,670,000 ","$1,670,000 ",1881,3,2,,Y,2,1974,,
40850294,12,3700,"$1,670,000 ","$1,640,121 ",1948,4,2,1,Y,2,1979,,
40910513,13,3700,"$1,670,000 ","$1,670,000 ",1881,3,2,,Y,2,1974,,
40913480,11,3700,"$1,674,800 ","$1,610,000 ",1902,4,2,1,Y,2,1964,,
40908925,100,3700,"$1,674,808 ","$1,582,800 ",2115,4,2,1,Y,2,1967,,
ML81793149,8,3700,"$1,679,000 ","$1,785,000 ",2596,4,3,1,Y,2,2016,154,
40878203,61,3700,"$1,679,888 ","$1,600,000 ",1914,4,3,,Y,2,1967,,
40896802,7,3700,"$1,679,888 ","$1,800,000 ",2112,4,3,0,Y,2,1964,,
ML81800533,9,3700,"$1,679,888 ","$1,780,000 ",2163,4,2,1,Y,2,1979,,
40878204,33,3700,"$1,685,000 ","$1,630,000 ",2137,4,2,1,Y,2,1974,,
ML81764517,30,3700,"$1,685,000 ","$1,630,000 ",2137,4,2,1,Y,2,1974,,
SF484906,7,3700,"$1,688,000 ","$1,820,000 ",2975,4,3,0,,0,1979,,
40967698,15,3700,"$1,688,000 ","$1,688,000 ",1795,3,2,0,Y,2,1927,,
40918564,11,3700,"$1,688,000 ","$1,870,000 ",2617,4,2,1,Y,2,1977,,
40905733,12,3700,"$1,688,000 ","$1,850,000 ",2503,5,3,0,Y,2,1967,,
40864967,12,3700,"$1,688,000 ","$1,820,000 ",2975,4,3,,Y,3,1979,,
40926952,2,3700,"$1,688,000 ","$1,700,000 ",1931,4,2,0,Y,2,1962,,
ML81820273,14,3700,"$1,688,800 ","$1,680,000 ",3492,6,6,1,Y,2,2020,,
40959172,8,3700,"$1,688,800 ","$1,900,000 ",2329,4,3,1,Y,2,1960,,
40959804,7,3700,"$1,688,800 ","$1,900,000 ",2148,5,3,0,Y,2,1954,22,M
40949498,6,3700,"$1,688,800 ","$1,925,000 ",1670,4,2,0,Y,2,1960,,
40950694,9,3700,"$1,688,800 ","$2,021,000 ",2308,3,2,1,Y,2,1955,236,A
40937248,9,3700,"$1,688,800 ","$1,688,800 ",2354,4,3,1,Y,2,2020,247,M
40914508,40,3700,"$1,689,888 ","$1,655,000 ",2888,4,3,0,Y,2,1979,,
40943677,6,3700,"$1,689,950 ","$1,720,000 ",2385,4,3,0,Y,3,1960,,
SF487851,91,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,0,,,2017,128,M
ML81762686,91,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,1,Y,2,2017,129,M
40876526,84,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,1,Y,2,2017,129,M
40942466,5,3700,"$1,690,000 ","$1,825,000 ",1708,5,3,0,Y,2,1976,,
40862903,6,3700,"$1,690,000 ","$1,807,000 ",2193,5,3,0,Y,2,1977,,
ML81768344,7,3700,"$1,690,000 ","$1,720,000 ",2353,4,3,0,Y,2,2017,154,
40964665,14,3700,"$1,695,000 ","$1,810,000 ",1905,4,3,,Y,2,1961,44,M
40949410,12,3700,"$1,695,000 ","$1,600,000 ",1997,4,3,0,Y,2,1958,,
40873956,61,3700,"$1,695,000 ","$1,600,000 ",3124,5,3,,Y,3,2001,,
40900583,47,3700,"$1,695,000 ","$1,660,000 ",2356,5,2,1,Y,2,1975,,
40869689,3,3700,"$1,698,000 ","$1,770,000 ",1906,4,3,,Y,2,1960,,
ML81852702,7,3700,"$1,698,000 ","$1,840,000 ",1935,4,3,,Y,2,1969,,
40918600,7,3700,"$1,698,000 ","$1,851,000 ",2750,5,3,,Y,2,1984,,
ML81823299,1,3700,"$1,698,000 ","$1,960,000 ",2003,4,2,1,Y,2,1975,,
ML81741783,10,3700,"$1,698,000 ","$1,665,000 ",2675,4,3,,Y,2,1979,,
40854168,26,3700,"$1,698,000 ","$1,665,000 ",2675,4,3,0,Y,2,1979,,
40931946,2,3700,"$1,698,000 ","$1,960,000 ",2003,4,2,1,Y,2,1975,,
40958755,6,3700,"$1,698,000 ","$1,742,400 ",2006,4,2,1,Y,2,1980,,
40957387,5,3700,"$1,698,000 ","$1,850,000 ",2499,5,3,1,Y,2,1955,,
40866827,55,3700,"$1,698,000 ","$1,704,679 ",2238,4,3,1,Y,2,2019,215,M
40963815,7,3700,"$1,698,000 ","$2,017,000 ",1787,4,3,0,Y,2,1978,,
ML81784053,9,3700,"$1,698,000 ","$1,880,000 ",2072,4,3,,Y,2,1959,,
ML81756149,7,3700,"$1,698,000 ","$1,770,000 ",1906,4,3,,Y,2,1960,,
ML81825626,6,3700,"$1,698,000 ","$1,845,000 ",1945,4,3,0,Y,2,1964,,
40952516,9,3700,"$1,698,800 ","$1,950,000 ",2538,4,2,1,Y,2,1999,21,M
40932721,8,3700,"$1,698,888 ","$1,935,000 ",1957,4,2,0,Y,2,1966,,
ML81771027,11,3700,"$1,698,888 ","$1,600,000 ",2361,7,3,,Y,26,1962,,
ME221122330,11,3700,"$1,699,000 ","$1,875,000 ",3078,5,4,0,,2,2010,,
40931665,7,3700,"$1,699,000 ","$1,880,000 ",2610,5,3,0,Y,2,1987,,
40884056,15,3700,"$1,699,000 ","$1,715,000 ",2279,4,2,1,Y,3,1975,,
40947511,8,3700,"$1,699,000 ","$2,023,000 ",2286,4,3,0,Y,3,1987,,
40956569,2,3700,"$1,699,000 ","$1,800,000 ",1912,3,2,1,Y,2,1961,,
40966124,0,3700,"$1,699,000 ","$1,730,000 ",2157,5,3,0,Y,2,1995,43,M
ML81838209,10,3700,"$1,699,000 ","$1,875,000 ",1914,4,2,1,Y,2,1989,65,
ML81808004,7,3700,"$1,699,000 ","$1,650,000 ",1912,4,3,,Y,2,1961,,
ML81812831,0,3700,"$1,699,800 ","$1,751,000 ",2172,4,3,1,Y,2,2005,,
40881125,62,3700,"$1,699,800 ","$1,675,000 ",2291,4,2,1,Y,2,1985,,
40933574,21,3700,"$1,699,880 ","$1,650,000 ",2568,5,3,1,Y,2,1999,195,A
40913682,6,3700,"$1,699,888 ","$1,860,000 ",3249,4,4,,Y,2,1955,18,M
40920748,7,3700,"$1,699,888 ","$1,751,000 ",2172,4,3,0,Y,2,2005,,
40923303,13,3700,"$1,699,900 ","$1,862,500 ",2031,4,2,0,Y,1,1959,,
40878554,11,3700,"$1,699,950 ","$1,700,000 ",1750,4,2,0,Y,2,1963,,
ML81816245,17,3700,"$1,699,950 ","$1,650,000 ",2192,3,2,1,Y,2,1951,238,M
40943470,5,3700,"$1,699,950 ","$2,000,000 ",2757,4,3,0,Y,3,1989,,
40925882,18,3700,"$1,699,950 ","$1,650,000 ",2192,3,2,1,Y,2,1951,238,M
40947658,11,3700,"$1,699,999 ","$1,820,000 ",1821,3,2,0,Y,2,1969,,
40858628,33,3700,"$1,699,999 ","$1,747,000 ",2097,4,2,1,Y,2,1980,,
40959071,2,3700,"$1,699,999 ","$1,825,000 ",1950,4,2,1,Y,2,1990,33,M
40909714,82,3700,"$1,699,999 ","$1,670,888 ",3035,5,4,0,Y,2,2007,121,M
40860672,26,3700,"$1,700,000 ","$1,630,000 ",3221,5,3,1,Y,2,1959,180,A
40931432,9,3700,"$1,700,000 ","$1,705,000 ",3000,5,3,0,Y,3,1969,,
ML81744243,0,3700,"$1,700,000 ","$1,600,121 ",2257,4,3,,Y,2,1985,,
40887197,74,3700,"$1,719,000 ","$1,679,000 ",2194,4,3,0,Y,2,2001,29,M
40918541,44,3700,"$1,725,000 ","$1,720,000 ",3281,4,3,1,Y,2,1976,,
40959972,6,3700,"$1,729,000 ","$1,910,000 ",2669,5,3,0,Y,2,1999,148,M
ML81797447,10,3700,"$1,729,000 ","$1,781,000 ",1902,4,2,1,Y,2,1964,,
40909187,10,3700,"$1,729,000 ","$1,781,000 ",1902,4,2,1,Y,2,1964,,
40904074,14,3700,"$1,730,000 ","$1,775,000 ",2145,4,3,0,Y,2,1961,,
40914415,16,3700,"$1,738,000 ","$1,725,000 ",2966,5,3,,Y,3,1979,,
40961729,8,3700,"$1,748,000 ","$1,980,000 ",2232,5,3,0,Y,2,1964,,
ML81799830,3,3700,"$1,749,000 ","$1,775,000 ",2469,5,2,1,Y,2,1971,,
40878317,12,3700,"$1,749,000 ","$1,610,000 ",2107,4,2,,Y,3,1992,,
40909935,7,3700,"$1,749,000 ","$1,775,000 ",2469,5,2,1,Y,2,1971,,
40933369,6,3700,"$1,749,000 ","$1,900,000 ",2682,5,3,0,Y,2,1986,,
40939198,0,3700,"$1,749,000 ","$1,973,000 ",1869,4,2,0,Y,2,1962,,
ML81764690,11,3700,"$1,749,000 ","$1,610,000 ",2107,4,2,,Y,3,1992,,
ML81773208,2,3700,"$1,749,000 ","$1,710,000 ",2140,4,3,,Y,2,1952,,
40880253,17,3700,"$1,749,000 ","$1,680,000 ",2291,5,2,0,Y,2,1962,,
40879387,19,3700,"$1,749,000 ","$1,700,121 ",2257,4,3,,Y,2,1985,,
40864192,24,3700,"$1,749,000 ","$1,705,000 ",2003,4,2,1,Y,2,1975,,
ML81795064,7,3700,"$1,749,800 ","$1,775,000 ",2076,4,2,,Y,2,1975,,
40907138,6,3700,"$1,749,800 ","$1,775,000 ",2076,4,2,0,Y,2,1975,,
40867989,11,3700,"$1,749,800 ","$1,720,000 ",2459,4,3,0,Y,3,1992,65,M
40902002,13,3700,"$1,749,800 ","$1,700,000 ",2076,4,2,0,Y,2,1975,,
40960768,8,3700,"$1,749,888 ","$1,982,500 ",1720,4,2,0,Y,2,1967,,
40930106,0,3700,"$1,749,888 ","$1,780,000 ",2244,4,2,1,Y,2,2005,,
40914643,57,3700,"$1,749,888 ","$1,700,000 ",3308,4,4,0,Y,3,2008,121,M
40909946,36,3700,"$1,749,999 ","$1,725,000 ",3050,6,4,0,Y,2,1963,,
ML81808276,12,3700,"$1,750,000 ","$1,800,000 ",2651,3,2,1,Y,2,2017,154,M
40941523,41,3700,"$1,750,000 ","$1,840,000 ",2524,4,2,,Y,3,1980,,
40935891,7,3700,"$1,750,000 ","$2,000,000 ",2524,5,2,0,Y,3,1980,94,M
40918656,13,3700,"$1,750,000 ","$1,800,000 ",2651,3,2,1,Y,2,2017,154,M
40927439,11,3700,"$1,750,000 ","$1,808,000 ",3163,5,4,0,Y,2,2008,,
40940641,7,3700,"$1,750,000 ","$2,010,000 ",2825,4,3,0,Y,3,1988,,
40958505,5,3700,"$1,750,000 ","$1,908,000 ",2414,5,3,0,Y,2,1997,,
40926427,7,3700,"$1,750,000 ","$1,925,000 ",2740,3,2,1,Y,3,1976,,
40901045,31,3700,"$1,750,000 ","$1,675,000 ",3001,5,3,0,Y,3,2001,,
ML81861927,7,3700,"$1,750,000 ","$1,800,000 ",1916,4,2,,Y,2,1965,,
40870333,20,3700,"$1,755,000 ","$1,660,000 ",3311,5,4,1,Y,2,2004,,
40920419,7,3700,"$1,758,800 ","$1,812,000 ",1890,4,2,1,Y,2,1959,,
40905699,10,3700,"$1,769,888 ","$1,765,888 ",2754,4,3,0,Y,2,2001,90,M
40873501,58,3700,"$1,770,000 ","$1,700,000 ",2479,4,3,0,Y,2,1963,,
ML81800116,22,3700,"$1,778,000 ","$1,625,000 ",2653,5,3,,Y,2,2004,,
40948327,13,3700,"$1,779,000 ","$1,750,000 ",1918,3,2,1,Y,2,1992,,
ML81759468,45,3700,"$1,780,000 ","$1,725,000 ",2888,5,3,,Y,2,2016,157,M
40866905,91,3700,"$1,780,000 ","$1,725,000 ",2888,5,3,,Y,2,2016,157,M
40956970,8,3700,"$1,780,000 ","$1,928,000 ",2917,5,3,0,Y,2,1979,,
ML81799538,11,3700,"$1,788,000 ","$1,765,000 ",2705,5,3,1,Y,2,1975,,
40856937,12,3700,"$1,788,000 ","$1,850,888 ",2032,4,2,0,Y,2,1974,,
40964022,11,3700,"$1,788,000 ","$2,100,000 ",1590,4,2,0,Y,2,1961,,
40966322,7,3700,"$1,788,000 ","$2,047,228 ",1764,3,2,0,Y,2,1960,,
40946949,4,3700,"$1,788,000 ","$2,000,000 ",2302,4,3,0,Y,2,1968,,
40850847,16,3700,"$1,788,000 ","$1,960,000 ",2212,4,3,0,Y,2,1960,,
40950896,14,3700,"$1,788,000 ","$1,790,000 ",2430,4,2,1,Y,2,1985,,
40910997,11,3700,"$1,788,000 ","$1,765,000 ",2705,5,3,1,Y,2,1975,,
40855594,9,3700,"$1,788,800 ","$1,950,000 ",2129,4,3,0,Y,2,2015,,
40886962,58,3700,"$1,788,888 ","$1,765,000 ",2372,4,3,0,Y,2,1988,,
ML81756806,30,3700,"$1,788,888 ","$1,710,000 ",2152,3,2,,Y,2,1979,,
40870770,28,3700,"$1,788,888 ","$1,710,000 ",2152,3,2,,Y,2,1979,,
ML81788967,110,3700,"$1,795,000 ","$1,780,000 ",3169,5,3,1,Y,3,1978,,
40886803,48,3700,"$1,795,000 ","$1,760,000 ",2781,4,2,1,Y,3,1978,,
40862477,118,3700,"$1,798,000 ","$1,660,000 ",2681,4,3,,Y,3,1991,,
40861579,11,3700,"$1,798,000 ","$1,800,000 ",2501,4,2,1,Y,2,1979,,
40864879,11,3700,"$1,798,000 ","$1,900,000 ",3044,5,3,0,Y,3,1988,,
ML81748584,118,3700,"$1,798,000 ","$1,660,000 ",2681,4,3,,Y,3,1991,,
40935921,6,3700,"$1,798,800 ","$2,071,888 ",2144,4,2,0,Y,2,1975,,
40936288,11,3700,"$1,798,800 ","$2,168,000 ",2748,5,2,1,Y,2,1970,,
40862547,22,3700,"$1,798,888 ","$1,718,888 ",2651,3,2,1,Y,2,2016,154,M
ML81736005,44,3700,"$1,799,000 ","$1,750,000 ",2259,4,2,1,Y,2,2003,,
40951273,8,3700,"$1,799,000 ","$2,066,000 ",2035,4,2,1,Y,2,2017,150,M
40873373,56,3700,"$1,799,000 ","$1,770,000 ",2692,5,4,,Y,2,1957,,
40959353,6,3700,"$1,799,000 ","$1,935,000 ",1728,4,3,0,Y,2,1989,85,M
40850702,44,3700,"$1,799,000 ","$1,750,000 ",2259,4,2,1,Y,2,2003,,
40941000,12,3700,"$1,799,000 ","$2,350,000 ",2439,4,3,0,Y,2,2018,150,M
ML81757514,58,3700,"$1,799,000 ","$1,770,000 ",2692,5,4,,Y,2,1957,,
40877755,10,3700,"$1,799,000 ","$1,750,000 ",2857,4,3,0,Y,2,2001,85,M
ML81850627,61,3700,"$1,799,000 ","$1,800,006 ",2252,4,2,1,Y,2,1967,,
40936845,12,3700,"$1,799,800 ","$1,985,000 ",3616,5,3,1,Y,2,2008,,
40853309,7,3700,"$1,799,800 ","$1,830,000 ",2749,5,3,0,Y,2,1986,,
40925464,17,3700,"$1,799,800 ","$1,810,000 ",3404,5,4,0,Y,2,1972,,
40871627,14,3700,"$1,799,800 ","$1,800,000 ",2887,5,4,0,Y,3,1998,,
40905601,11,3700,"$1,799,800 ","$1,800,824 ",2539,4,3,0,Y,3,1991,72,M
40954563,7,3700,"$1,799,888 ","$2,000,000 ",2173,4,3,0,Y,2,1986,,
40875058,39,3700,"$1,799,888 ","$1,611,600 ",2265,4,2,0,Y,2,1966,,
40855227,11,3700,"$1,799,900 ","$1,825,000 ",2095,4,3,0,Y,2,1984,,
40950089,5,3700,"$1,799,950 ","$2,005,000 ",2517,4,3,,Y,2,1957,13,M
ML81860205,2,3700,"$1,799,988 ","$2,100,000 ",2306,5,3,,Y,2,1997,,
40878954,62,3700,"$1,799,999 ","$1,740,000 ",2857,4,3,0,Y,2,2001,,
40960012,7,3700,"$1,799,999 ","$2,106,000 ",2287,4,3,1,Y,2,1958,255,A
40964340,9,3700,"$1,800,000 ","$2,100,000 ",2284,4,2,1,Y,2,1963,255,A
ME221000587,16,3700,"$1,800,000 ","$1,714,000 ",1962,4,2,0,,2,1961,,
40943818,11,3700,"$1,800,000 ","$1,868,000 ",1990,3,2,1,Y,2,1969,,
40850934,10,3700,"$1,800,000 ","$1,750,000 ",3195,5,3,0,Y,2,1964,150,A
40902494,24,3700,"$1,800,000 ","$1,805,000 ",2106,4,3,0,Y,2,1968,,
40907900,25,3700,"$1,800,000 ","$1,760,000 ",2366,4,3,0,Y,2,1962,,
ML81726788,68,3700,"$1,800,000 ","$1,750,000 ",2781,4,2,1,Y,3,1978,,
40899105,7,3700,"$1,800,000 ","$1,815,000 ",2485,5,3,0,Y,2,1958,,
40961498,23,3700,"$1,800,000 ","$1,880,000 ",2434,4,2,0,Y,2,1964,,
ML81766142,34,3700,"$1,825,000 ","$1,815,000 ",2305,4,3,,Y,3,1985,,
ML81756877,8,3700,"$1,838,000 ","$1,820,000 ",2542,4,2,1,Y,2,1963,,
40951222,10,3700,"$1,838,000 ","$1,971,791 ",1919,3,2,1,Y,2,1968,,
40870004,12,3700,"$1,838,000 ","$1,820,000 ",2542,4,2,1,Y,2,1963,,
40953292,7,3700,"$1,848,000 ","$2,250,000 ",1916,4,2,0,Y,2,1964,,
40954738,13,3700,"$1,848,000 ","$2,210,000 ",2164,4,2,1,Y,2,1977,,
40857854,13,3700,"$1,848,800 ","$1,935,000 ",2350,4,2,1,Y,3,1968,,
40964417,2,3700,"$1,848,888 ","$2,041,000 ",2191,4,3,0,Y,2,1979,,
40887487,22,3700,"$1,849,800 ","$1,820,000 ",2504,4,3,0,Y,2,1963,,
40915610,29,3700,"$1,849,800 ","$1,813,000 ",2612,4,2,1,Y,2,1966,,
40957523,7,3700,"$1,849,888 ","$2,000,000 ",2932,5,3,0,Y,2,1985,,
ML81777633,14,3700,"$1,849,900 ","$1,735,000 ",2633,6,2,1,Y,2,1978,,
40942225,6,3700,"$1,849,950 ","$2,331,000 ",2248,4,2,0,Y,2,1967,,
40892064,11,3700,"$1,849,999 ","$1,900,000 ",2566,4,3,0,Y,3,1975,,
40966082,9,3700,"$1,850,000 ","$1,850,000 ",2160,4,3,0,Y,2,1965,,
40872378,11,3700,"$1,850,000 ","$1,980,000 ",2785,4,3,0,Y,3,1985,,
40866179,14,3700,"$1,850,000 ","$1,900,000 ",2163,4,2,1,Y,3,1979,,
40930085,0,3700,"$1,850,000 ","$1,850,000 ",2535,5,3,0,Y,3,1991,,
40856684,16,3700,"$1,850,000 ","$1,770,000 ",2643,5,3,1,Y,2,1975,,
40916645,75,3700,"$1,850,000 ","$1,820,000 ",3346,5,4,1,Y,2,2006,,
ML81795861,0,3700,"$1,850,000 ","$1,850,000 ",2461,4,3,,Y,2,1978,,
40909887,3,3700,"$1,850,000 ","$1,850,000 ",2379,4,3,,Y,2,1987,,
ML81752582,14,3700,"$1,850,000 ","$1,900,000 ",2163,4,2,1,Y,3,1979,,
