ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Lot SqFt,HOA Fee,Closing Date
40854599,9,3700,"$1,248,888 ","$1,350,000 ",1764,4,2,,Y,2,1977,"9,539",,4/4/19
ML81741466,8,3500,"$1,248,000 ","$1,248,000 ",1703,4,2,,Y,2,1967,"5,800",,4/5/19
SF482082,6,3700,"$899,000 ","$997,121 ",1232,3,2,0,,,1965,"6,020",,4/5/19
40856065,6,3700,"$899,000 ","$997,121 ",1232,3,2,0,Y,2,1965,"6,020",,4/5/19
40849971,27,3700,"$1,188,000 ","$1,150,000 ",1572,4,2,0,Y,2,1977,"7,768",,4/5/19
40855566,8,3700,"$1,248,000 ","$1,248,000 ",1703,4,2,0,Y,2,1967,"5,800",,4/5/19
40853877,17,3700,"$1,290,000 ","$1,296,000 ",2100,4,2,1,N,0,1940,"23,532",,4/5/19
ML81741956,5,3700,"$1,395,000 ","$1,650,000 ",1896,4,2,1,Y,2,1978,"5,911",,4/5/19
40856145,6,3700,"$1,395,000 ","$1,650,000 ",1896,4,2,1,Y,2,1978,"5,911",,4/5/19
ML81742178,10,9915,"$2,299,000 ","$2,100,000 ",3355,4,4,1,Y,2,2018,"3,700",178,4/5/19
40856028,5,3700,"$1,050,000 ","$1,015,000 ",1324,3,2,,Y,2,1962,"8,900",,4/8/19
40851884,39,3700,"$1,060,000 ","$1,050,000 ",1384,3,2,1,Y,2,1996,"4,574",42,4/8/19
40854406,13,3700,"$1,199,000 ","$1,362,623 ",1654,2,2,0,Y,4,1953,"13,441",,4/8/19
40850792,21,3700,"$1,200,000 ","$1,165,000 ",2008,3,2,1,Y,2,1978,"4,078",,4/8/19
40853910,22,3700,"$1,500,000 ","$1,500,000 ",1685,3,2,1,Y,2,1989,"3,873",90,4/8/19
ML81738312,22,3700,"$2,100,000 ","$2,050,000 ",2803,5,3,,Y,3,1987,"8,000",,4/8/19
40852589,21,3700,"$2,100,000 ","$2,050,000 ",2803,5,3,0,Y,3,1987,"8,000",,4/8/19
ME19017353,5,3700,"$900,000 ","$935,000 ",1390,3,2,0,,2,1967,"5,800",,4/9/19
40857859,5,3700,"$900,000 ","$935,000 ",1390,3,2,,Y,2,1967,"5,800",,4/9/19
40854461,10,3700,"$1,199,950 ","$1,179,950 ",1948,5,2,0,Y,2,1970,"8,197",,4/9/19
40856209,10,3700,"$1,628,000 ","$1,750,000 ",2002,4,3,0,Y,2,1960,"6,510",,4/9/19
40855227,11,3700,"$1,799,900 ","$1,825,000 ",2095,4,3,0,Y,2,1984,"12,040",,4/9/19
40854584,18,3700,"$949,000 ","$945,000 ",1547,3,2,0,Y,2,1955,"6,750",,4/10/19
ML81737198,41,3700,"$1,099,000 ","$1,075,000 ",1614,3,2,1,Y,2,1994,"4,314",,4/10/19
40828991,228,3700,"$1,988,888 ","$1,988,888 ",2548,3,3,,Y,2,1982,"217,800",,4/10/19
ML81739217,25,3500,"$1,180,000 ","$1,150,000 ",1523,3,2,,Y,2,1972,"5,900",,4/11/19
40853973,10,3700,"$949,000 ","$1,050,000 ",1131,3,2,0,Y,2,1962,"6,498",,4/11/19
40856790,4,3700,"$970,000 ","$1,025,000 ",1692,4,3,0,Y,2,1960,"6,050",,4/11/19
40853790,22,3700,"$1,180,000 ","$1,150,000 ",1523,3,2,,Y,2,1972,"5,900",,4/11/19
40850793,29,3700,"$938,000 ","$890,000 ",1787,4,1,1,N,0,1957,"6,770",,4/12/19
40851200,23,3700,"$999,999 ","$970,000 ",1494,4,2,0,Y,2,1970,"5,800",,4/12/19
40856294,10,3700,"$1,199,000 ","$1,275,000 ",1320,3,2,,Y,2,1971,"7,700",,4/12/19
40856930,7,3700,"$1,199,000 ","$1,315,000 ",1743,4,3,0,Y,2,1961,"6,171",44,4/12/19
ME19014649,8,3700,"$1,199,000 ","$1,275,000 ",1320,3,2,0,,2,1971,"7,700",,4/12/19
40857893,8,3700,"$1,248,800 ","$1,325,000 ",1516,3,2,0,Y,2,1956,"9,960",13,4/12/19
40855934,5,3700,"$1,570,000 ","$1,570,000 ",1973,4,3,,Y,2,2017,"4,500",150,4/12/19
40855594,9,3700,"$1,788,800 ","$1,950,000 ",2129,4,3,0,Y,2,2015,"6,200",,4/12/19
ML81747061,0,3700,"$875,000 ","$855,000 ",1482,3,2,,Y,2,1965,"7,200",,4/13/19
40851768,35,3700,"$1,369,000 ","$1,350,000 ",2497,4,4,0,N,0,1959,"6,875",,4/13/19
40858370,9,3700,"$750,000 ","$826,000 ",1228,4,2,0,Y,2,1961,"6,175",,4/15/19
40855880,14,3700,"$890,000 ","$935,000 ",1000,3,1,0,Y,2,1958,"5,000",,4/15/19
40857113,6,3700,"$929,000 ","$968,000 ",1347,3,2,0,Y,2,1963,"7,245",,4/15/19
ML81741812,17,3700,"$1,275,000 ","$1,285,000 ",1785,3,2,1,Y,2,2010,"2,027",93,4/15/19
40854860,25,3700,"$1,275,000 ","$1,285,000 ",1785,3,2,1,Y,2,2010,"2,027",93,4/15/19
40849586,74,3700,"$1,295,000 ","$1,265,000 ",1871,4,2,1,Y,2,1976,"5,600",,4/15/19
SF479923,90,3700,"$1,350,000 ","$1,265,000 ",1871,4,2,1,,0,1976,"5,600",,4/15/19
40856937,12,3700,"$1,788,000 ","$1,850,888 ",2032,4,2,0,Y,2,1974,"8,175",,4/15/19
ML81736005,44,3700,"$1,799,000 ","$1,750,000 ",2259,4,2,1,Y,2,2003,"4,462",,4/15/19
40850702,44,3700,"$1,799,000 ","$1,750,000 ",2259,4,2,1,Y,2,2003,"4,462",,4/15/19
ML81739471,12,3700,"$2,488,000 ","$2,450,000 ",4748,3,3,1,Y,3,1987,"21,093",,4/15/19
ML81747684,0,3500,"$670,000 ","$670,000 ",840,3,2,0,,0,1920,"4,300",,4/16/19
ML81740104,9,3500,"$1,299,999 ","$1,255,000 ",1816,4,2,2,Y,2,1954,"8,085",,4/16/19
40857546,15,3700,"$929,000 ","$870,000 ",1804,4,2,,Y,1,1963,"6,527",,4/16/19
ML81735554,56,3700,"$968,000 ","$968,000 ",1456,4,2,,Y,2,1962,"5,820",,4/16/19
ML81734540,41,3700,"$1,050,000 ","$1,004,000 ",2093,4,3,1,Y,2,2013,"1,864",132,4/16/19
40855756,9,3700,"$1,091,000 ","$1,060,000 ",1446,3,2,1,Y,2,1987,"3,150",90,4/16/19
ML81745095,6,3700,"$1,298,800 ","$1,330,000 ",1960,4,2,1,Y,2,1989,"3,200",80,4/16/19
40855849,9,3700,"$1,299,999 ","$1,255,000 ",1816,4,2,2,Y,2,1954,"8,085",,4/16/19
40856001,6,3700,"$1,349,888 ","$1,355,000 ",2006,4,3,,Y,2,2010,"2,646",92,4/16/19
40857115,10,3700,"$1,499,800 ","$1,550,000 ",1914,4,2,1,Y,2,1988,"5,499",70,4/16/19
40848128,4,3700,"$1,545,000 ","$1,559,401 ",1944,4,3,1,Y,2,2018,"1,279",150,4/16/19
ML81741783,10,3700,"$1,698,000 ","$1,665,000 ",2675,4,3,,Y,2,1979,"5,155",,4/16/19
40854168,26,3700,"$1,698,000 ","$1,665,000 ",2675,4,3,0,Y,2,1979,"5,155",,4/16/19
40853875,12,3700,"$2,488,000 ","$2,450,000 ",4748,3,3,1,Y,3,1987,"4,748",,4/16/19
40851257,52,3700,"$975,000 ","$960,000 ",1542,4,2,0,Y,2,1977,"5,181",,4/17/19
40858486,6,3700,"$998,888 ","$1,100,000 ",1480,3,2,0,Y,2,1973,"6,050",,4/17/19
ML81742784,11,3700,"$1,000,000 ","$1,100,000 ",1535,3,2,,Y,2,1962,"5,880",,4/17/19
40857170,10,3700,"$1,000,000 ","$1,100,000 ",1535,3,2,,Y,2,1962,"5,880",,4/17/19
ML81742019,12,3700,"$1,598,000 ","$1,710,000 ",2749,4,3,,Y,2,1979,"10,326",,4/17/19
40856218,5,3700,"$1,598,000 ","$1,710,000 ",2749,4,3,,Y,2,1979,"10,326",,4/17/19
40852409,23,3700,"$2,450,000 ","$2,368,000 ",5345,5,3,2,Y,3,1988,"15,057",115,4/17/19
40855828,6,3700,"$829,950 ","$833,000 ",950,3,1,0,Y,2,1958,"6,000",,4/18/19
ML81742882,12,3700,"$1,199,000 ","$1,255,000 ",1644,4,2,1,Y,2,1988,"3,325",90,4/18/19
40852303,37,3700,"$1,199,000 ","$1,185,000 ",2475,5,3,0,Y,2,1963,"6,195",,4/18/19
40857025,13,3700,"$1,199,000 ","$1,255,000 ",1644,4,2,1,Y,2,1988,"3,325",90,4/18/19
40856343,4,3700,"$799,000 ","$825,000 ",1150,3,2,0,Y,2,1959,"6,467",,4/19/19
40853413,35,3700,"$848,800 ","$825,000 ",1067,3,2,0,Y,2,1962,"5,605",,4/19/19
40854307,21,3700,"$897,999 ","$890,000 ",1516,3,2,0,Y,2,1963,"5,510",,4/19/19
40856720,14,3700,"$990,500 ","$1,160,000 ",1830,4,2,0,Y,2,1971,"5,799",,4/19/19
40856598,10,3700,"$1,020,000 ","$1,090,000 ",1624,4,2,0,Y,2,1963,"6,899",,4/19/19
40858046,6,3700,"$1,048,888 ","$1,103,315 ",1314,3,2,0,Y,2,1960,"6,200",,4/19/19
40855530,15,3700,"$1,149,000 ","$1,020,000 ",1744,4,2,0,Y,2,1964,"6,713",,4/19/19
40854729,9,3700,"$1,550,000 ","$1,600,000 ",1882,4,2,,Y,2,1974,"7,626",,4/19/19
40857625,8,3700,"$899,950 ","$978,000 ",1558,3,2,0,Y,2,1959,"6,560",,4/22/19
40856094,11,3700,"$1,299,800 ","$1,410,000 ",2157,5,3,0,Y,2,1995,"3,562",42,4/22/19
40855953,13,3700,"$2,349,800 ","$2,350,000 ",3019,5,2,1,Y,3,1997,"10,200",,4/22/19
40857779,0,3700,"$3,289,000 ","$3,000,000 ",5245,5,5,1,Y,3,1998,"23,094",150,4/22/19
40857630,7,3700,"$1,099,000 ","$1,195,000 ",1451,3,2,1,Y,2,1987,"4,228",90,4/23/19
40853963,21,3700,"$1,148,000 ","$1,138,000 ",1481,3,2,1,Y,2,1987,"3,903",119,4/23/19
ML81739633,21,3700,"$1,148,000 ","$1,138,000 ",1481,3,2,1,Y,2,1987,"3,903",119,4/23/19
40854125,8,3700,"$1,168,000 ","$1,250,000 ",1480,3,2,0,Y,2,1984,"5,600",,4/23/19
40856864,8,3700,"$1,988,000 ","$2,060,000 ",2835,4,2,1,Y,2,1978,"11,586",,4/23/19
40857767,8,3700,"$899,950 ","$937,000 ",1000,3,1,0,Y,2,1958,"5,000",,4/24/19
40858788,12,3700,"$1,485,000 ","$1,525,000 ",1810,2,2,,Y,2,1992,"871,200",,4/24/19
ML81745255,6,3700,"$3,750,000 ","$3,625,000 ",4820,6,5,,Y,3,2018,"20,184",,4/24/19
40861280,0,3700,"$988,888 ","$975,000 ",1963,4,2,,Y,2,1960,"8,990",,4/25/19
40856639,9,3700,"$1,074,800 ","$1,075,000 ",1320,3,2,0,Y,2,1964,"7,350",150,4/25/19
40856158,4,3700,"$1,249,000 ","$1,295,000 ",1656,4,2,0,Y,2,1964,"6,000",,4/25/19
ML81735555,63,3700,"$1,280,000 ","$1,300,000 ",1841,4,2,1,Y,2,1984,"5,527",,4/25/19
40850265,63,3700,"$1,280,000 ","$1,300,000 ",1841,4,2,1,Y,2,1984,"5,527",,4/25/19
40853907,16,3700,"$1,350,000 ","$1,311,500 ",1830,4,2,0,Y,2,1972,"7,763",,4/25/19
40857854,13,3700,"$1,848,800 ","$1,935,000 ",2350,4,2,1,Y,3,1968,"10,800",,4/25/19
40856975,12,3700,"$680,000 ","$650,000 ",841,2,1,0,N,1,1950,"5,429",,4/26/19
40856643,9,3700,"$850,000 ","$850,000 ",1325,3,2,0,Y,1,1955,"5,070",,4/26/19
40850020,101,3700,"$850,000 ","$1,238,999 ",3656,6,3,1,N,0,1940,"31,026",,4/26/19
40856661,12,3700,"$949,000 ","$1,010,000 ",1553,3,2,0,Y,2,1961,"6,452",,4/26/19
40858316,13,3700,"$1,100,000 ","$1,150,000 ",2000,4,3,0,Y,2,2008,"2,128",115,4/26/19
ML81748928,0,3700,"$1,200,000 ","$1,200,000 ",1423,3,2,,Y,2,1962,"5,800",,4/26/19
40857886,36,3700,"$1,248,000 ","$1,310,000 ",1615,3,2,1,Y,2,1992,"3,600",40,4/26/19
40856911,15,3700,"$1,249,888 ","$1,260,000 ",1736,3,2,1,Y,2,1970,"3,230",40,4/26/19
40868555,6,3700,"$1,360,000 ","$1,360,000 ",2467,4,3,1,Y,2,1954,"9,000",150,4/26/19
40851007,32,3700,"$1,525,000 ","$1,525,000 ",1914,4,3,0,Y,2,1967,"6,100",,4/26/19
40857084,20,3700,"$2,649,800 ","$2,610,000 ",3729,5,3,1,Y,3,1993,"14,640",,4/26/19
40859288,7,3700,"$3,750,000 ","$3,625,000 ",4820,6,5,1,Y,3,2018,"20,184",,4/26/19
40860305,12,3700,"$890,000 ","$910,000 ",1269,3,2,0,Y,2,1962,"6,083",,4/28/19
40859223,10,3700,"$799,950 ","$827,000 ",1036,3,1,0,Y,2,1959,"6,200",,4/29/19
ML81746379,12,3700,"$890,000 ","$910,000 ",1269,3,2,,Y,2,1962,"6,083",,4/29/19
40857525,9,3700,"$949,888 ","$1,025,000 ",1507,4,2,0,Y,2,1967,"5,720",,4/29/19
40858303,9,3700,"$1,099,900 ","$1,231,313 ",1763,4,3,0,Y,2,1994,"5,030",,4/29/19
ML81742553,7,3700,"$1,155,000 ","$1,170,000 ",1380,3,2,,Y,2,1985,"5,170",,4/29/19
40856850,8,3700,"$1,499,000 ","$1,560,000 ",1979,4,3,0,Y,2,1962,"6,960",,4/29/19
40856684,16,3700,"$1,850,000 ","$1,770,000 ",2643,5,3,1,Y,2,1975,"11,020",,4/29/19
40858231,5,3700,"$715,000 ","$740,000 ",1037,3,1,0,Y,2,1950,"5,429",,4/30/19
40856542,15,3700,"$1,158,880 ","$1,100,000 ",1579,4,2,0,Y,2,1961,"6,000",,4/30/19
40856359,24,3700,"$1,179,000 ","$1,175,000 ",1587,4,2,0,Y,2,1963,"6,180",,4/30/19
40860886,6,3700,"$1,189,000 ","$1,240,000 ",1853,4,2,1,Y,2,1987,"3,806",260,4/30/19
ML81746928,6,3700,"$1,189,000 ","$1,240,000 ",1853,4,2,1,Y,2,1987,"3,806",260,4/30/19
40857449,12,3700,"$989,000 ","$1,010,000 ",1550,3,2,,Y,2,1958,"7,808",,5/1/19
40857655,9,3700,"$2,098,880 ","$2,200,000 ",2750,4,3,1,Y,2,2009,"8,021",,5/1/19
40859272,0,3700,"$900,000 ","$900,000 ",1164,3,2,,Y,2,1957,"5,300",,5/2/19
40856556,16,3700,"$965,000 ","$965,000 ",1508,3,2,0,Y,2,1964,"6,019",,5/2/19
40859191,2,3700,"$995,000 ","$1,150,000 ",1380,3,2,0,Y,2,1964,"6,426",,5/2/19
40850456,103,3700,"$1,079,000 ","$1,020,000 ",1931,3,2,,Y,2,1956,"9,245",175,5/2/19
ME19010222,37,3700,"$1,249,000 ","$1,185,000 ",1736,4,2,0,,2,1962,"5,700",,5/2/19
40853867,37,3700,"$1,249,000 ","$1,185,000 ",1736,4,2,0,Y,2,1962,"5,700",,5/2/19
40856949,18,3700,"$2,158,000 ","$2,097,800 ",2838,4,3,,Y,3,1991,"15,796",,5/2/19
40855588,32,3700,"$880,000 ","$855,000 ",1136,3,2,,N,0,1954,"6,026",,5/3/19
40860573,8,3700,"$899,000 ","$975,000 ",1248,3,2,0,Y,2,1959,"6,000",,5/3/19
40857781,20,3700,"$949,000 ","$951,000 ",1641,3,2,0,Y,2,1962,"6,174",,5/3/19
40859855,10,3700,"$1,050,000 ","$1,120,100 ",1748,3,2,0,Y,2,1967,"6,851",,5/3/19
40858765,7,3700,"$1,099,000 ","$1,120,000 ",1347,4,2,0,Y,2,1963,"6,600",,5/3/19
40856002,29,3700,"$1,099,888 ","$1,045,000 ",1734,3,2,0,Y,2,1962,"6,180",,5/3/19
40857771,12,3700,"$1,149,000 ","$1,210,000 ",1526,3,2,,Y,2,1960,"6,575",,5/3/19
ML81743687,11,3700,"$1,149,000 ","$1,210,000 ",1526,3,2,,Y,2,1960,"6,575",,5/3/19
40856138,28,3700,"$1,175,000 ","$1,150,000 ",1964,4,3,0,Y,2,1962,"6,600",,5/3/19
ML81734599,39,3700,"$1,250,000 ","$1,250,000 ",1521,4,2,,Y,2,1958,"6,120",,5/3/19
40858088,11,3700,"$1,488,000 ","$1,540,000 ",2100,4,2,1,Y,2,1978,"6,820",,5/3/19
ML81743891,11,3700,"$1,488,000 ","$1,540,000 ",2100,4,2,1,Y,2,1978,"6,820",,5/3/19
40858200,7,3700,"$2,500,000 ","$2,420,000 ",3088,4,3,0,Y,2,1989,"7,150",85,5/3/19
ML81741637,25,3700,"$2,500,000 ","$2,420,000 ",3088,4,3,,Y,2,1989,"7,150",70,5/3/19
40850710,74,3700,"$950,000 ","$945,000 ",1675,2,2,0,Y,2,1941,"6,230",,5/6/19
40858958,12,3700,"$1,065,000 ","$1,180,000 ",1524,3,2,0,Y,2,1955,"5,800",,5/6/19
ML81744813,11,3700,"$1,065,000 ","$1,180,000 ",1524,3,2,,Y,2,1955,"5,800",,5/6/19
ML81744346,8,3700,"$1,249,000 ","$1,225,000 ",1785,3,2,1,Y,2,2010,"1,680",93,5/6/19
40857038,20,3700,"$1,250,000 ","$1,470,000 ",1957,4,2,0,Y,2,1966,"6,798",,5/6/19
40856857,25,3700,"$2,250,000 ","$2,250,000 ",2743,4,3,,Y,2,1989,"10,100",79,5/6/19
40861447,14,3700,"$1,050,000 ","$1,025,000 ",1830,4,2,0,Y,2,1971,"5,800",,5/7/19
40862839,5,3700,"$1,088,000 ","$1,111,000 ",1732,3,1,1,Y,2,1953,"9,686",150,5/7/19
40860810,6,3700,"$1,150,000 ","$1,215,000 ",1246,3,2,0,Y,2,1958,"7,500",,5/7/19
SF479350,27,3700,"$1,248,000 ","$1,275,000 ",1615,3,2,1,,0,1992,"3,874",40,5/7/19
SF480279,8,3700,"$1,288,888 ","$1,381,000 ",1716,4,2,0,,0,1985,"5,801",,5/7/19
40859378,14,3700,"$1,298,000 ","$1,250,000 ",1537,4,3,0,Y,2,1969,"7,320",,5/7/19
40860093,7,3700,"$785,000 ","$785,000 ",1497,3,2,0,Y,1,1951,"5,429",,5/8/19
40846340,139,3700,"$888,000 ","$830,000 ",1163,3,2,,Y,2,1956,"5,932",,5/8/19
40859198,7,3700,"$997,300 ","$1,180,000 ",1581,3,2,,Y,2,1962,"6,842",,5/8/19
ML81737225,6,3500,"$1,090,000 ","$1,161,000 ",1384,3,2,1,Y,2,1995,"3,563",42,5/9/19
ML81730507,125,3700,"$968,888 ","$940,000 ",1629,4,2,,Y,2,1959,"6,004",,5/9/19
40840648,164,3700,"$968,888 ","$940,000 ",1629,4,2,0,Y,2,1959,"6,004",,5/9/19
ML81740538,41,3700,"$989,000 ","$969,000 ",1395,3,2,,Y,2,1958,"6,000",,5/9/19
40854261,42,3700,"$995,880 ","$950,000 ",1712,3,2,2,Y,2,2014,"1,400",132,5/9/19
40858446,25,3700,"$1,075,000 ","$1,130,000 ",1424,4,2,,Y,2,1962,"6,262",,5/9/19
40854769,41,3700,"$1,099,999 ","$995,275 ",1523,4,2,0,Y,2,1958,"7,186",,5/9/19
ML81744647,12,3700,"$1,199,000 ","$1,201,000 ",1647,4,2,1,Y,2,1987,"3,280",90,5/9/19
40850897,49,3700,"$1,300,000 ","$1,320,000 ",708,2,1,0,Y,1,1953,"18,054",,5/9/19
ML81744030,9,3700,"$2,099,000 ","$2,251,000 ",3402,5,4,1,Y,3,2016,"5,400",154,5/9/19
BA21908314,19,21101,"$929,000 ","$992,000 ",1390,3,2,0,,2,1967,"6,090",,5/10/19
40859290,10,3700,"$680,000 ","$735,000 ",925,3,1,0,Y,1,1955,"5,000",,5/10/19
40859104,12,3700,"$888,888 ","$920,000 ",1269,3,2,0,Y,2,1963,"6,000",,5/10/19
40860211,7,3700,"$919,800 ","$950,000 ",1108,3,2,0,Y,2,1965,"6,414",,5/10/19
40861025,5,3700,"$929,000 ","$992,000 ",1390,3,2,0,Y,2,1967,"6,090",,5/10/19
ML81746995,4,3700,"$929,000 ","$992,000 ",1390,3,2,,Y,2,1967,"6,098",,5/10/19
40861841,6,3700,"$995,000 ","$1,130,000 ",1306,3,2,0,Y,2,1967,"8,549",,5/10/19
40859553,12,3700,"$998,888 ","$1,100,000 ",1922,4,3,1,Y,2,2009,"1,840",121,5/10/19
40856724,26,3700,"$999,000 ","$990,000 ",1712,3,2,1,Y,2,2013,"1,776",132,5/10/19
40859265,8,3700,"$1,025,000 ","$988,000 ",1762,3,1,1,Y,2,1948,"12,500",,5/10/19
40859957,12,3700,"$1,050,000 ","$1,150,000 ",1296,4,2,0,Y,2,1956,"5,280",,5/10/19
40851729,70,3700,"$1,058,888 ","$1,050,000 ",1948,4,3,0,N,0,1961,"6,001",,5/10/19
ML81742952,20,3700,"$1,148,888 ","$1,140,000 ",1759,4,2,1,Y,2,1990,"2,250",,5/10/19
40859970,5,3700,"$1,149,950 ","$1,127,000 ",1401,4,2,0,Y,2,1983,"7,167",,5/10/19
40858026,21,3700,"$1,199,000 ","$1,199,000 ",1434,4,2,0,Y,2,1962,"6,588",,5/10/19
40858860,14,3700,"$1,218,888 ","$1,220,000 ",1722,3,2,1,Y,2,1988,"4,621",78,5/10/19
ML81744920,9,3700,"$1,325,000 ","$1,338,000 ",1695,3,2,1,Y,2,1991,"3,179",190,5/10/19
40856407,28,3700,"$1,399,000 ","$1,360,000 ",1812,4,2,1,Y,2,1990,"3,150",33,5/10/19
40862467,9,3700,"$1,548,888 ","$1,607,000 ",1860,4,2,0,Y,2,1973,"10,800",,5/10/19
40859039,12,3700,"$2,698,000 ","$2,570,000 ",4048,5,3,1,Y,3,1992,"9,872",66,5/10/19
40860448,9,3700,"$2,699,888 ","$2,710,000 ",3929,5,3,1,Y,3,1992,"13,081",,5/10/19
40860429,7,3700,"$745,000 ","$820,000 ",1064,3,1,0,Y,2,1964,"5,400",,5/13/19
40860690,8,3700,"$899,950 ","$955,000 ",1056,3,2,0,Y,2,1957,"5,050",,5/13/19
ML81745191,10,3700,"$1,029,950 ","$1,140,000 ",1244,3,2,,Y,2,1959,"7,072",,5/13/19
40859237,10,3700,"$1,029,950 ","$1,140,000 ",1244,3,2,0,Y,2,1959,"7,072",,5/13/19
40857123,0,3700,"$1,295,000 ","$1,300,000 ",2591,5,2,1,Y,2,1955,"10,560",175,5/13/19
ML81745668,6,3700,"$925,000 ","$1,085,000 ",1387,3,2,,Y,2,1956,"6,955",,5/14/19
40860960,10,3700,"$999,800 ","$1,058,000 ",1202,3,2,0,Y,2,1959,"6,452",,5/14/19
40858679,15,3700,"$1,029,000 ","$1,100,000 ",2260,4,3,0,Y,2,1960,"6,400",,5/14/19
40861113,8,3700,"$1,049,950 ","$1,100,000 ",1422,3,2,1,Y,2,1994,"5,326",,5/14/19
40864623,0,3700,"$1,150,000 ","$1,150,000 ",1872,3,2,0,Y,2,1909,"11,100",,5/14/19
ML81746593,6,3700,"$1,288,000 ","$1,300,000 ",1772,3,2,1,Y,2,2010,"3,451",93,5/14/19
40858903,16,3700,"$1,398,000 ","$1,535,000 ",1736,4,2,1,Y,2,1965,"6,478",,5/14/19
ML81742240,20,3500,"$1,088,800 ","$1,150,000 ",1577,3,2,,Y,2,1962,"6,714",,5/15/19
ML81743479,15,3500,"$1,199,000 ","$1,350,000 ",2160,4,3,,Y,2,1965,"8,520",,5/15/19
40860209,8,3700,"$779,000 ","$820,000 ",1060,3,2,0,Y,2,1969,"3,120",,5/15/19
ML81744407,8,3700,"$839,000 ","$825,000 ",1582,3,2,1,Y,2,1978,"2,722",13,5/15/19
40860680,5,3700,"$1,069,888 ","$1,060,000 ",2093,4,3,1,Y,2,2014,"1,958",132,5/15/19
40856381,20,3700,"$1,088,800 ","$1,150,000 ",1577,3,2,,Y,2,1962,"6,714",,5/15/19
ML81745751,13,3700,"$1,098,800 ","$1,120,000 ",1324,3,2,1,Y,2,1988,"3,060",119,5/15/19
40859801,13,3700,"$1,098,800 ","$1,120,000 ",1324,3,2,1,Y,2,1988,"3,060",119,5/15/19
40859727,11,3700,"$1,200,000 ","$1,270,000 ",1648,3,2,0,Y,2,1959,"6,386",,5/15/19
40858732,15,3700,"$1,450,000 ","$1,560,000 ",2293,4,2,1,Y,2,1979,"6,278",,5/15/19
ML81745898,28,3700,"$920,000 ","$885,000 ",1038,3,1,1,Y,1,1957,"5,820",,5/16/19
40858417,26,3700,"$920,000 ","$885,000 ",1038,3,1,1,Y,1,1957,"5,820",,5/16/19
40859670,18,3700,"$1,060,000 ","$1,210,000 ",1610,4,2,0,Y,2,1968,"5,800",,5/16/19
40857742,33,3700,"$1,149,000 ","$1,200,000 ",1736,4,2,0,Y,2,1963,"5,700",,5/16/19
ME19015080,24,3700,"$899,975 ","$900,000 ",975,3,1,0,,2,1959,"10,703",,5/17/19
40857780,21,3700,"$899,975 ","$900,000 ",975,3,1,,Y,2,1959,"10,454",,5/17/19
40859777,11,3700,"$1,098,888 ","$1,140,000 ",1390,3,2,,Y,2,1970,"5,800",,5/17/19
40859949,14,3700,"$1,150,000 ","$1,185,000 ",1576,3,2,0,Y,2,1963,"6,586",,5/17/19
40859372,12,3700,"$1,250,000 ","$1,400,000 ",1684,4,2,0,Y,2,1965,"11,200",,5/17/19
ME19012647,32,3700,"$1,359,888 ","$1,275,000 ",2093,4,3,0,,2,1959,"7,700",150,5/17/19
ML81741056,31,3700,"$1,359,888 ","$1,275,000 ",2093,4,3,,Y,2,1959,"7,700",150,5/17/19
40860264,9,3700,"$1,425,900 ","$1,500,000 ",2450,4,3,0,Y,3,1999,"7,556",,5/17/19
40857011,20,3700,"$2,870,000 ","$2,870,000 ",3500,5,4,1,Y,3,1999,"43,026",200,5/17/19
ML81742917,20,3700,"$2,870,000 ","$2,870,000 ",3500,5,4,1,Y,3,1999,"43,026",200,5/17/19
ML81745856,1,3700,"$988,888 ","$1,062,500 ",1114,4,2,,,0,1954,"9,856",,5/20/19
40860308,9,3700,"$899,000 ","$892,000 ",1158,3,2,0,Y,2,1960,"6,000",,5/21/19
40857785,26,3700,"$1,129,000 ","$1,090,000 ",1340,3,2,,Y,2,1963,"7,020",,5/21/19
40860373,12,3700,"$1,295,000 ","$1,315,000 ",2044,4,3,,Y,2,1953,"7,000",150,5/21/19
40861640,10,3700,"$1,299,800 ","$1,350,000 ",1481,3,2,0,Y,2,1976,"5,761",,5/21/19
40856525,44,3700,"$1,449,000 ","$1,403,000 ",1929,4,3,,Y,2,1993,"3,600",40,5/21/19
40859386,10,3700,"$1,888,800 ","$2,008,880 ",2550,5,2,1,Y,3,1975,"11,316",,5/21/19
40861563,7,3700,"$2,099,000 ","$2,200,000 ",3436,5,3,1,Y,2,2017,"5,850",157,5/21/19
40864439,9,3700,"$949,000 ","$939,000 ",1390,4,2,0,Y,2,1960,"7,650",150,5/22/19
40860753,8,3700,"$1,328,888 ","$1,355,000 ",1807,3,2,1,Y,2,1989,"4,000",95,5/22/19
ML81746823,7,3700,"$1,328,888 ","$1,355,000 ",1807,3,2,1,Y,2,1989,"4,000",95,5/22/19
40861814,9,3700,"$1,450,000 ","$1,515,000 ",1615,4,2,0,Y,2,1968,"6,480",,5/22/19
ML81743120,7,3700,"$2,700,000 ","$2,675,000 ",3195,4,3,1,Y,4,1997,"20,134",200,5/22/19
40861117,7,3700,"$2,700,000 ","$2,675,000 ",3195,4,3,1,Y,4,1997,"20,134",200,5/22/19
40854177,60,3700,"$898,888 ","$855,000 ",1481,3,2,,Y,2,1948,"7,615",,5/23/19
